edge_i,edge_j,capacity
112.0,110.0,50.4
102.0,92.0,77.9013966480447
102.0,101.0,70.20139664804469
35.0,37.0,48.3
35.0,36.0,4.8999999999999995
52.0,51.0,41.3
52.0,73.0,70.4027932960894
52.0,53.0,12.6
7.0,12.0,14.7
7.0,6.0,80.0013966480447
12.0,117.0,32.199999999999996
12.0,14.0,58.3013966480447
12.0,11.0,71.6013966480447
12.0,3.0,8.399999999999999
12.0,16.0,47.1013966480447
12.0,2.0,37.099999999999994
6.0,5.0,127.39999999999999
37.0,33.0,24.5
37.0,87.0,105.6041899441341
37.0,34.0,176.60139664804467
37.0,38.0,336.2013966480447
37.0,40.0,71.6013966480447
37.0,39.0,87.70139664804469
97.0,80.0,87.70139664804469
97.0,96.0,63.901396648044695
50.0,57.0,79.30139664804469
50.0,49.0,107.30139664804469
104.0,100.0,62.99999999999999
104.0,105.0,42.0
104.0,103.0,40.599999999999994
10.0,73.0,70.40279329608941
10.0,9.0,627.1999999999999
74.0,75.0,58.800000000000004
74.0,70.0,22.4
95.0,53.0,105.6041899441341
95.0,94.0,93.30139664804469
95.0,96.0,9.100000000000001
106.0,107.0,49.2013966480447
106.0,100.0,66.5
106.0,105.0,17.5
76.0,118.0,3.5
76.0,77.0,68.6
44.0,45.0,38.5
44.0,43.0,48.5013966480447
16.0,17.0,28.0
69.0,70.0,150.5
69.0,49.0,53.9
69.0,75.0,189.2013966480447
69.0,68.0,170.79999999999998
69.0,54.0,70.4027932960894
69.0,47.0,103.80139664804469
69.0,77.0,150.0013966480447
45.0,46.0,50.4
45.0,49.0,107.30139664804469
92.0,89.0,345.30139664804466
92.0,93.0,95.4013966480447
92.0,94.0,87.0013966480447
92.0,91.0,63.2013966480447
92.0,100.0,56.901396648044695
26.0,25.0,132.29999999999998
26.0,30.0,343.9013966480447
14.0,15.0,0.7
14.0,87.0,70.4027932960894
24.0,70.0,0.7
24.0,72.0,11.899999999999999
24.0,23.0,32.199999999999996
88.0,89.0,171.00139664804468
88.0,85.0,94.70139664804469
116.0,108.0,70.4027932960894
116.0,68.0,290.5
22.0,21.0,55.3
22.0,23.0,71.39999999999999
65.0,64.0,259.0
65.0,66.0,22.4
65.0,38.0,242.40139664804468
65.0,68.0,107.8
65.0,84.0,70.4027932960894
49.0,66.0,359.30139664804466
49.0,51.0,89.6
49.0,48.0,54.599999999999994
49.0,47.0,28.0
49.0,42.0,162.6013966480447
49.0,54.0,132.5013966480447
54.0,59.0,34.3
54.0,55.0,2.799999999999997
54.0,53.0,24.5
54.0,56.0,3.5
114.0,115.0,4.199999999999999
114.0,32.0,16.799999999999997
114.0,72.0,70.4027932960894
66.0,62.0,91.20139664804469
66.0,67.0,115.70139664804469
55.0,59.0,37.8
55.0,56.0,44.3013966480447
113.0,32.0,1.4
113.0,17.0,8.399999999999999
113.0,70.0,70.40279329608941
90.0,100.0,105.6041899441341
90.0,89.0,286.5013966480447
90.0,91.0,11.899999999999999
34.0,19.0,3.5
34.0,36.0,37.099999999999994
34.0,43.0,16.099999999999998
3.0,5.0,86.8
3.0,1.0,33.599999999999994
79.0,80.0,95.9
79.0,78.0,34.3
2.0,1.0,40.8013966480447
96.0,82.0,59.0013966480447
96.0,94.0,59.0013966480447
96.0,80.0,41.300000000000004
20.0,19.0,4.8999999999999995
20.0,21.0,68.1013966480447
61.0,59.0,70.69999999999999
61.0,64.0,49.699999999999996
61.0,48.0,70.4027932960894
61.0,60.0,168.7
61.0,62.0,78.6013966480447
94.0,93.0,75.80139664804469
94.0,109.0,70.4027932960894
94.0,100.0,73.70139664804469
109.0,110.0,4.199999999999996
109.0,108.0,44.3013966480447
73.0,71.0,9.799999999999999
40.0,42.0,12.6
40.0,39.0,9.1
40.0,41.0,30.799999999999997
27.0,115.0,30.799999999999997
27.0,25.0,233.3013966480447
27.0,28.0,84.20139664804469
27.0,32.0,15.399999999999999
42.0,41.0,28.0
59.0,63.0,245.2013966480447
59.0,1.0,105.6041899441341
59.0,56.0,98.20139664804469
59.0,60.0,57.4
25.0,23.0,235.2
89.0,85.0,92.39999999999999
99.0,100.0,36.4
99.0,80.0,30.799999999999997
62.0,60.0,11.899999999999999
62.0,67.0,35.0
115.0,108.0,105.6041899441341
57.0,56.0,24.5
23.0,32.0,154.90139664804468
32.0,31.0,80.0013966480447
33.0,15.0,47.8013966480447
80.0,98.0,80.70139664804469
80.0,81.0,12.600000000000001
80.0,77.0,230.50139664804468
56.0,58.0,0.7000000000000028
82.0,83.0,36.4
82.0,77.0,61.1013966480447
19.0,18.0,23.799999999999997
19.0,15.0,6.299999999999997
78.0,77.0,113.6013966480447
8.0,5.0,509.80139664804466
8.0,30.0,103.6
8.0,9.0,621.5999999999999
108.0,105.0,11.899999999999999
72.0,71.0,7.699999999999999
71.0,46.0,70.4027932960894
71.0,70.0,52.7013966480447
101.0,100.0,35.9013966480447
103.0,110.0,85.6013966480447
103.0,100.0,151.40139664804468
103.0,105.0,84.20139664804469
103.0,29.0,70.4027932960894
28.0,29.0,21.7
84.0,83.0,59.7013966480447
84.0,47.0,105.6041899441341
84.0,85.0,42.0
63.0,64.0,245.2013966480447
58.0,51.0,19.599999999999998
58.0,75.0,70.4027932960894
86.0,87.0,41.5013966480447
86.0,85.0,28.0
118.0,75.0,56.0
110.0,111.0,55.3
31.0,17.0,63.901396648044695
31.0,29.0,16.799999999999997
18.0,17.0,133.2013966480447
53.0,70.0,105.6041899441341
30.0,17.0,312.9
30.0,38.0,94.5
68.0,81.0,47.8013966480447
105.0,107.0,54.8013966480447
13.0,15.0,4.8999999999999995
13.0,11.0,84.9013966480447
5.0,11.0,107.80000000000001
5.0,4.0,187.10139664804467
4.0,11.0,125.5013966480447
75.0,70.0,3.5
75.0,77.0,37.099999999999994
98.0,100.0,9.1
17.0,15.0,131.6
47.0,46.0,42.0
46.0,48.0,58.3013966480447
83.0,85.0,43.4
100.0,29.0,70.4027932960894
