edge_i,edge_j,capacity
112.0,110.0,50.4
102.0,92.0,42.699999999999996
102.0,101.0,70.20139664804469
35.0,37.0,83.5013966480447
35.0,36.0,40.1013966480447
52.0,51.0,41.300000000000004
52.0,73.0,70.4027932960894
52.0,53.0,12.6
7.0,12.0,49.901396648044695
7.0,6.0,80.0013966480447
12.0,117.0,67.4013966480447
12.0,14.0,58.3013966480447
12.0,11.0,71.6013966480447
12.0,3.0,8.399999999999999
12.0,16.0,11.899999999999999
12.0,2.0,72.30139664804469
6.0,5.0,127.39999999999999
37.0,33.0,59.7013966480447
37.0,87.0,70.4027932960894
37.0,34.0,176.60139664804467
37.0,38.0,336.2013966480447
37.0,40.0,71.6013966480447
37.0,39.0,52.5
97.0,64.0,70.4027932960894
97.0,40.0,70.4027932960894
97.0,80.0,87.70139664804469
97.0,96.0,28.7
50.0,57.0,79.30139664804469
50.0,49.0,72.1
104.0,100.0,98.20139664804469
104.0,105.0,42.0
104.0,103.0,75.80139664804469
104.0,109.0,70.4027932960894
10.0,73.0,105.6041899441341
10.0,38.0,70.4027932960894
10.0,9.0,627.1999999999999
74.0,75.0,94.0013966480447
74.0,70.0,22.4
95.0,94.0,93.30139664804469
95.0,96.0,44.3013966480447
106.0,107.0,49.2013966480447
106.0,100.0,101.70139664804469
106.0,105.0,52.7013966480447
106.0,101.0,70.4027932960894
76.0,118.0,3.5
76.0,77.0,103.80139664804469
44.0,45.0,73.70139664804469
44.0,43.0,48.5013966480447
16.0,17.0,63.2013966480447
69.0,54.0,70.4027932960894
69.0,70.0,185.7013966480447
69.0,75.0,189.2013966480447
69.0,68.0,170.79999999999998
69.0,57.0,105.6041899441341
69.0,49.0,89.1013966480447
69.0,47.0,68.6
69.0,77.0,114.8
45.0,46.0,85.6013966480447
45.0,49.0,107.30139664804469
92.0,89.0,345.30139664804466
92.0,93.0,95.4013966480447
92.0,94.0,87.0013966480447
92.0,91.0,28.0
92.0,100.0,21.699999999999996
26.0,25.0,132.29999999999998
26.0,30.0,343.9013966480447
14.0,15.0,35.9013966480447
14.0,87.0,105.6041899441341
24.0,70.0,35.9013966480447
24.0,72.0,11.899999999999999
24.0,23.0,32.199999999999996
88.0,89.0,135.79999999999998
88.0,85.0,94.70139664804469
116.0,68.0,290.5
22.0,21.0,90.5013966480447
22.0,23.0,71.39999999999999
65.0,64.0,294.2013966480447
65.0,66.0,57.6013966480447
65.0,38.0,242.40139664804468
65.0,68.0,107.8
65.0,84.0,70.4027932960894
49.0,66.0,359.30139664804466
49.0,51.0,124.80139664804469
49.0,48.0,54.599999999999994
49.0,47.0,28.0
49.0,42.0,127.39999999999999
49.0,54.0,132.5013966480447
54.0,59.0,69.5013966480447
54.0,55.0,38.0013966480447
54.0,53.0,24.5
54.0,56.0,3.5
114.0,115.0,39.401396648044695
114.0,32.0,52.0013966480447
114.0,72.0,105.6041899441341
66.0,62.0,56.0
66.0,67.0,80.5
55.0,59.0,73.0013966480447
55.0,56.0,9.100000000000001
113.0,32.0,36.6013966480447
113.0,17.0,8.399999999999999
90.0,89.0,286.5013966480447
90.0,91.0,47.1013966480447
90.0,34.0,70.4027932960894
34.0,19.0,3.5
34.0,36.0,72.30139664804469
34.0,43.0,51.3013966480447
3.0,5.0,86.8
3.0,1.0,68.80139664804469
79.0,98.0,105.6041899441341
79.0,80.0,131.1013966480447
79.0,78.0,34.3
2.0,1.0,5.6
96.0,33.0,105.6041899441341
96.0,80.0,41.3
96.0,94.0,23.799999999999997
96.0,82.0,59.0013966480447
20.0,19.0,4.899999999999999
20.0,21.0,68.1013966480447
61.0,59.0,105.90139664804468
61.0,64.0,84.9013966480447
61.0,60.0,168.7
61.0,62.0,43.4
94.0,100.0,73.70139664804469
94.0,93.0,75.80139664804469
109.0,64.0,105.6041899441341
109.0,110.0,39.401396648044695
109.0,108.0,44.3013966480447
73.0,71.0,45.0013966480447
73.0,23.0,70.4027932960894
40.0,42.0,47.8013966480447
40.0,39.0,44.3013966480447
40.0,41.0,66.0013966480447
27.0,115.0,66.0013966480447
27.0,25.0,198.1
27.0,28.0,84.20139664804469
27.0,32.0,15.399999999999999
42.0,41.0,63.2013966480447
59.0,63.0,245.2013966480447
59.0,56.0,98.20139664804469
59.0,60.0,57.4
25.0,23.0,270.4013966480447
89.0,85.0,92.39999999999999
99.0,100.0,36.4
99.0,80.0,66.0013966480447
62.0,60.0,47.1013966480447
62.0,67.0,70.20139664804469
115.0,108.0,105.6041899441341
115.0,29.0,105.6041899441341
57.0,56.0,59.7013966480447
