edge_i,edge_j,capacity
112.0,110.0,97.83016759776541
102.0,92.0,89.0301675977654
102.0,101.0,40.0
35.0,37.0,95.4301675977654
35.0,36.0,5.6000000000000005
52.0,51.0,87.4301675977654
52.0,53.0,14.4
7.0,12.0,16.8
7.0,6.0,91.4301675977654
12.0,117.0,77.0301675977654
12.0,14.0,66.6301675977654
12.0,56.0,80.4603351955307
12.0,11.0,81.83016759776541
12.0,3.0,49.8301675977654
12.0,16.0,53.8301675977654
12.0,2.0,42.400000000000006
6.0,5.0,185.8301675977654
37.0,33.0,28.0
37.0,87.0,80.4603351955307
37.0,34.0,201.8301675977654
37.0,38.0,384.2301675977654
37.0,40.0,41.6
37.0,39.0,100.2301675977654
97.0,64.0,80.4603351955307
97.0,40.0,120.6905027932961
97.0,80.0,100.2301675977654
97.0,96.0,73.0301675977654
50.0,31.0,80.4603351955307
50.0,57.0,90.6301675977654
50.0,49.0,122.6301675977654
104.0,100.0,72.0
104.0,105.0,48.0
104.0,103.0,86.6301675977654
104.0,109.0,80.4603351955307
10.0,73.0,80.4603351955307
10.0,9.0,716.8000000000001
74.0,75.0,107.4301675977654
74.0,70.0,65.83016759776541
95.0,53.0,80.4603351955307
95.0,94.0,106.6301675977654
95.0,31.0,80.4603351955307
95.0,96.0,50.6301675977654
106.0,107.0,16.0
106.0,100.0,116.2301675977654
106.0,105.0,60.2301675977654
76.0,118.0,44.2301675977654
76.0,77.0,118.6301675977654
44.0,45.0,84.2301675977654
44.0,43.0,55.430167597765404
16.0,17.0,32.0
69.0,70.0,212.2301675977654
69.0,75.0,176.0
69.0,68.0,195.20000000000002
69.0,57.0,80.4603351955307
69.0,49.0,101.83016759776541
69.0,47.0,118.6301675977654
69.0,77.0,131.20000000000002
45.0,46.0,57.6
45.0,49.0,122.6301675977654
92.0,89.0,394.6301675977654
92.0,93.0,109.0301675977654
92.0,94.0,59.2
92.0,91.0,72.2301675977654
92.0,100.0,65.0301675977654
26.0,25.0,191.43016759776543
26.0,30.0,393.0301675977654
14.0,15.0,0.8
14.0,87.0,120.6905027932961
24.0,70.0,0.7999999999999972
24.0,72.0,13.600000000000001
24.0,23.0,36.8
88.0,89.0,195.43016759776543
88.0,85.0,108.2301675977654
116.0,108.0,80.4603351955307
116.0,68.0,332.0
22.0,21.0,103.4301675977654
22.0,23.0,81.60000000000001
65.0,66.0,65.83016759776541
65.0,64.0,296.0
65.0,38.0,236.8
65.0,68.0,163.4301675977654
65.0,84.0,80.4603351955307
65.0,2.0,80.4603351955307
49.0,66.0,370.40000000000003
49.0,51.0,142.63016759776542
49.0,48.0,102.6301675977654
49.0,47.0,72.2301675977654
49.0,42.0,145.6
49.0,54.0,151.4301675977654
54.0,59.0,79.4301675977654
54.0,53.0,28.0
54.0,56.0,4.0
54.0,55.0,3.2
114.0,115.0,4.800000000000001
114.0,32.0,59.430167597765404
114.0,72.0,80.4603351955307
66.0,62.0,104.2301675977654
66.0,67.0,92.0
55.0,59.0,43.2
55.0,56.0,50.6301675977654
113.0,32.0,1.6
113.0,17.0,49.8301675977654
113.0,70.0,120.6905027932961
90.0,11.0,80.4603351955307
90.0,89.0,327.4301675977654
90.0,91.0,13.600000000000001
90.0,34.0,80.4603351955307
34.0,19.0,4.0
34.0,36.0,82.6301675977654
34.0,43.0,58.63016759776541
3.0,5.0,99.2
3.0,1.0,78.6301675977654
79.0,80.0,149.8301675977654
79.0,78.0,79.4301675977654
2.0,1.0,6.4
36.0,93.0,80.4603351955307
96.0,33.0,120.6905027932961
96.0,80.0,47.2
96.0,107.0,80.4603351955307
96.0,94.0,67.4301675977654
96.0,82.0,27.200000000000003
20.0,19.0,5.600000000000001
20.0,21.0,77.83016759776541
61.0,59.0,121.03016759776541
61.0,64.0,97.0301675977654
61.0,48.0,120.6905027932961
61.0,60.0,233.0301675977654
61.0,62.0,89.83016759776541
94.0,100.0,84.2301675977654
94.0,93.0,46.400000000000006
109.0,110.0,45.0301675977654
109.0,108.0,50.6301675977654
73.0,71.0,51.430167597765404
73.0,23.0,80.4603351955307
40.0,42.0,54.6301675977654
40.0,39.0,10.4
40.0,41.0,75.4301675977654
27.0,115.0,35.2
27.0,25.0,266.6301675977654
27.0,28.0,96.2301675977654
27.0,32.0,57.8301675977654
42.0,41.0,72.2301675977654
59.0,63.0,240.0
59.0,1.0,80.4603351955307
59.0,56.0,112.2301675977654
59.0,60.0,105.83016759776541
25.0,23.0,309.0301675977654
89.0,85.0,145.8301675977654
99.0,100.0,41.6
99.0,80.0,75.4301675977654
62.0,60.0,13.600000000000001
62.0,67.0,80.2301675977654
115.0,108.0,80.4603351955307
115.0,29.0,80.4603351955307
57.0,78.0,80.4603351955307
57.0,56.0,68.2301675977654
57.0,103.0,80.4603351955307
23.0,67.0,80.4603351955307
23.0,32.0,177.0301675977654
32.0,31.0,91.4301675977654
60.0,108.0,120.6905027932961
60.0,111.0,80.4603351955307
33.0,15.0,54.6301675977654
80.0,98.0,92.2301675977654
80.0,81.0,14.4
80.0,77.0,263.43016759776543
56.0,58.0,41.0301675977654
82.0,83.0,81.83016759776541
82.0,77.0,29.6
19.0,18.0,67.4301675977654
19.0,15.0,7.2
39.0,103.0,120.6905027932961
78.0,118.0,80.4603351955307
78.0,77.0,129.8301675977654
8.0,5.0,582.6301675977654
8.0,30.0,158.63016759776542
8.0,9.0,750.6301675977655
108.0,105.0,13.600000000000001
72.0,71.0,8.8
71.0,46.0,80.4603351955307
71.0,70.0,60.2301675977654
101.0,100.0,41.0301675977654
103.0,110.0,97.83016759776541
103.0,100.0,132.8
103.0,105.0,56.0
103.0,29.0,80.4603351955307
28.0,29.0,65.0301675977654
84.0,83.0,68.2301675977654
84.0,85.0,48.0
63.0,64.0,240.0
58.0,51.0,22.400000000000002
86.0,87.0,47.430167597765404
86.0,85.0,72.2301675977654
118.0,75.0,104.2301675977654
110.0,111.0,63.2
31.0,17.0,73.0301675977654
31.0,29.0,19.200000000000003
18.0,17.0,112.0
53.0,70.0,80.4603351955307
30.0,17.0,397.8301675977654
30.0,38.0,108.0
68.0,81.0,54.6301675977654
105.0,107.0,62.63016759776541
13.0,15.0,5.6000000000000005
13.0,11.0,97.0301675977654
5.0,11.0,163.4301675977654
5.0,4.0,173.60000000000002
81.0,107.0,80.4603351955307
4.0,11.0,143.4301675977654
75.0,77.0,82.6301675977654
75.0,70.0,4.0
98.0,100.0,50.6301675977654
17.0,15.0,150.4
47.0,46.0,88.2301675977654
46.0,48.0,26.400000000000002
83.0,85.0,89.83016759776541
85.0,48.0,80.4603351955307
