edge_i,edge_j,capacity
1.0,2.0,41.3341463414634
1.0,3.0,40.634146341463406
30.0,27.0,18.93414634146341
30.0,29.0,14.03414634146341
7.0,5.0,23.099999999999998
7.0,6.0,14.0
12.0,15.0,9.799999999999999
12.0,16.0,16.13414634146341
12.0,14.0,15.43414634146341
12.0,13.0,33.634146341463406
12.0,4.0,17.5
3.0,4.0,36.43414634146341
6.0,8.0,45.534146341463405
6.0,4.0,27.999999999999996
6.0,10.0,14.734146341463411
6.0,28.0,8.399999999999999
6.0,2.0,42.034146341463405
6.0,9.0,11.899999999999999
19.0,20.0,16.83414634146341
19.0,18.0,14.03414634146341
2.0,5.0,23.099999999999998
2.0,4.0,37.134146341463406
13.0,16.0,15.4682926829268
20.0,10.0,20.33414634146341
8.0,28.0,18.23414634146341
21.0,10.0,14.734146341463411
21.0,22.0,35.0
21.0,27.0,23.20243902439021
11.0,9.0,8.43414634146341
17.0,10.0,11.899999999999999
17.0,16.0,2.8
9.0,10.0,19.63414634146341
9.0,23.0,15.4682926829268
10.0,22.0,8.399999999999999
27.0,28.0,25.93414634146341
27.0,25.0,31.53414634146341
27.0,29.0,17.53414634146341
26.0,25.0,5.599999999999999
4.0,15.0,23.20243902439021
15.0,18.0,19.63414634146341
15.0,14.0,10.53414634146341
15.0,23.0,17.5
25.0,24.0,18.2
24.0,22.0,7.699999999999999
24.0,23.0,11.234146341463411
