edge_i,edge_j,capacity
112.0,110.0,85.6013966480447
102.0,92.0,42.699999999999996
102.0,101.0,34.99999999999999
35.0,37.0,48.3
35.0,36.0,4.8999999999999995
52.0,51.0,76.5013966480447
52.0,53.0,47.8013966480447
7.0,12.0,14.7
7.0,6.0,80.0013966480447
12.0,117.0,32.199999999999996
12.0,14.0,58.3013966480447
12.0,56.0,70.4027932960894
12.0,11.0,36.4
12.0,3.0,8.399999999999999
12.0,16.0,11.899999999999999
12.0,2.0,37.09999999999999
6.0,5.0,127.39999999999999
37.0,33.0,59.7013966480447
37.0,34.0,141.39999999999998
37.0,38.0,336.2013966480447
37.0,40.0,36.4
37.0,39.0,87.70139664804469
97.0,64.0,70.4027932960894
97.0,80.0,52.5
97.0,96.0,63.901396648044695
50.0,31.0,70.4027932960894
50.0,57.0,79.30139664804469
50.0,49.0,72.1
104.0,100.0,62.99999999999999
104.0,105.0,77.20139664804469
104.0,103.0,40.599999999999994
10.0,73.0,70.4027932960894
10.0,9.0,662.4013966480446
74.0,75.0,58.8
74.0,70.0,57.6013966480447
95.0,53.0,70.4027932960894
95.0,94.0,58.09999999999999
95.0,96.0,9.1
106.0,107.0,49.2013966480447
106.0,100.0,101.70139664804469
106.0,105.0,52.7013966480447
76.0,118.0,38.7013966480447
76.0,77.0,103.80139664804469
44.0,45.0,38.5
44.0,43.0,13.299999999999999
16.0,17.0,28.0
69.0,70.0,185.7013966480447
69.0,49.0,53.9
69.0,75.0,154.0
69.0,68.0,206.00139664804468
69.0,54.0,70.4027932960894
69.0,47.0,68.6
69.0,77.0,150.0013966480447
45.0,46.0,50.4
45.0,49.0,72.1
92.0,89.0,345.30139664804466
92.0,93.0,95.4013966480447
92.0,94.0,51.8
92.0,91.0,63.2013966480447
92.0,100.0,21.7
26.0,25.0,167.50139664804468
26.0,30.0,343.9013966480447
14.0,15.0,0.7
24.0,70.0,0.7
24.0,72.0,11.899999999999999
24.0,23.0,32.199999999999996
88.0,89.0,171.00139664804468
88.0,85.0,59.49999999999999
116.0,68.0,290.5
22.0,21.0,90.5013966480447
22.0,23.0,71.4
65.0,64.0,294.2013966480447
65.0,66.0,22.4
65.0,38.0,242.40139664804468
65.0,68.0,107.8
65.0,84.0,105.6041899441341
49.0,66.0,324.09999999999997
49.0,51.0,124.80139664804469
49.0,48.0,54.599999999999994
49.0,47.0,63.2013966480447
49.0,42.0,162.6013966480447
49.0,54.0,132.5013966480447
54.0,59.0,34.3
54.0,55.0,2.8
54.0,53.0,24.5
54.0,56.0,3.5
114.0,115.0,39.401396648044695
114.0,32.0,52.0013966480447
66.0,62.0,56.0
66.0,67.0,80.5
55.0,59.0,73.0013966480447
55.0,56.0,9.1
113.0,32.0,1.3999999999999986
113.0,17.0,8.399999999999999
90.0,89.0,286.5013966480447
90.0,91.0,11.899999999999999
90.0,34.0,70.4027932960894
34.0,19.0,38.7013966480447
34.0,36.0,37.099999999999994
34.0,43.0,51.3013966480447
3.0,5.0,86.8
3.0,1.0,68.80139664804469
79.0,98.0,70.4027932960894
79.0,80.0,95.89999999999999
79.0,78.0,34.3
2.0,1.0,5.6
96.0,82.0,23.799999999999997
96.0,94.0,23.799999999999997
96.0,80.0,41.300000000000004
20.0,19.0,4.8999999999999995
20.0,21.0,32.9
61.0,59.0,70.69999999999999
61.0,64.0,84.9013966480447
61.0,60.0,168.7
61.0,62.0,78.6013966480447
94.0,93.0,40.59999999999999
94.0,27.0,105.6041899441341
94.0,100.0,38.5
109.0,110.0,4.199999999999999
109.0,108.0,44.3013966480447
73.0,71.0,9.799999999999997
73.0,30.0,70.40279329608941
73.0,23.0,105.6041899441341
40.0,42.0,12.6
40.0,39.0,9.1
40.0,41.0,30.800000000000004
27.0,115.0,30.800000000000004
27.0,25.0,198.1
27.0,28.0,84.20139664804469
27.0,32.0,50.6013966480447
42.0,41.0,28.0
59.0,63.0,210.0
59.0,56.0,62.99999999999999
59.0,60.0,57.4
25.0,23.0,235.2
89.0,85.0,92.39999999999999
99.0,100.0,36.4
99.0,80.0,66.0013966480447
62.0,60.0,11.899999999999999
62.0,67.0,35.0
57.0,56.0,59.7013966480447
57.0,78.0,70.40279329608941
23.0,67.0,70.4027932960894
23.0,32.0,154.90139664804468
32.0,31.0,44.8
33.0,15.0,12.6
80.0,98.0,45.5
80.0,81.0,12.6
80.0,77.0,230.50139664804468
56.0,58.0,0.7000000000000028
82.0,83.0,36.4
82.0,77.0,61.1013966480447
19.0,18.0,23.799999999999997
19.0,15.0,6.299999999999997
78.0,77.0,78.39999999999999
8.0,5.0,474.59999999999997
8.0,30.0,138.8013966480447
8.0,9.0,621.5999999999999
108.0,105.0,11.899999999999999
72.0,71.0,7.699999999999999
71.0,70.0,17.5
101.0,100.0,0.7
103.0,110.0,85.6013966480447
103.0,100.0,151.40139664804468
103.0,105.0,84.20139664804469
28.0,29.0,21.7
84.0,83.0,24.5
84.0,47.0,105.6041899441341
84.0,85.0,41.99999999999999
63.0,64.0,210.0
58.0,51.0,19.599999999999998
86.0,87.0,41.5013966480447
86.0,85.0,28.0
118.0,75.0,56.0
110.0,111.0,55.300000000000004
31.0,17.0,28.7
31.0,29.0,16.799999999999997
18.0,17.0,98.0
30.0,17.0,312.9
30.0,38.0,94.5
68.0,81.0,47.8013966480447
105.0,107.0,54.8013966480447
13.0,15.0,4.8999999999999995
13.0,11.0,49.699999999999996
5.0,11.0,143.0013966480447
5.0,4.0,187.10139664804467
4.0,11.0,90.3
75.0,77.0,37.09999999999999
75.0,70.0,3.5
98.0,100.0,9.1
17.0,15.0,131.6
47.0,46.0,42.0
46.0,48.0,58.3013966480447
83.0,85.0,78.6013966480447
100.0,29.0,70.4027932960894
