edge_i,edge_j,capacity
112.0,110.0,50.4
102.0,92.0,77.9013966480447
102.0,101.0,70.20139664804469
35.0,37.0,83.5013966480447
35.0,36.0,40.1013966480447
52.0,51.0,76.5013966480447
52.0,73.0,70.4027932960894
52.0,53.0,47.8013966480447
7.0,12.0,14.7
7.0,6.0,80.0013966480447
12.0,117.0,67.4013966480447
12.0,14.0,58.3013966480447
12.0,56.0,70.4027932960894
12.0,11.0,36.4
12.0,3.0,43.6013966480447
12.0,16.0,47.1013966480447
12.0,2.0,72.30139664804469
6.0,5.0,162.6013966480447
37.0,33.0,59.7013966480447
37.0,87.0,70.4027932960894
37.0,34.0,176.60139664804467
37.0,38.0,336.2013966480447
37.0,40.0,36.4
37.0,39.0,52.5
97.0,40.0,105.6041899441341
97.0,80.0,87.70139664804469
97.0,96.0,63.901396648044695
50.0,57.0,79.30139664804469
50.0,49.0,107.30139664804469
104.0,100.0,98.20139664804469
104.0,105.0,77.20139664804469
104.0,103.0,75.80139664804469
10.0,38.0,70.4027932960894
10.0,9.0,662.4013966480446
74.0,75.0,58.800000000000004
74.0,70.0,57.6013966480447
95.0,94.0,93.30139664804469
95.0,31.0,105.6041899441341
95.0,96.0,44.3013966480447
106.0,107.0,14.0
106.0,100.0,101.70139664804469
106.0,105.0,17.5
106.0,101.0,70.4027932960894
76.0,118.0,3.5
76.0,77.0,68.6
44.0,45.0,73.70139664804469
44.0,43.0,48.5013966480447
16.0,17.0,63.2013966480447
69.0,70.0,185.7013966480447
69.0,75.0,189.2013966480447
69.0,68.0,206.00139664804468
69.0,57.0,105.6041899441341
69.0,49.0,89.1013966480447
69.0,47.0,103.80139664804469
69.0,77.0,114.8
45.0,46.0,85.6013966480447
45.0,49.0,107.30139664804469
92.0,89.0,345.30139664804466
92.0,93.0,95.4013966480447
92.0,94.0,87.0013966480447
92.0,91.0,63.2013966480447
92.0,100.0,56.901396648044695
26.0,25.0,167.50139664804468
26.0,30.0,343.9013966480447
14.0,15.0,35.9013966480447
14.0,87.0,105.6041899441341
24.0,70.0,35.9013966480447
24.0,72.0,11.899999999999999
24.0,23.0,32.199999999999996
88.0,89.0,171.00139664804468
88.0,85.0,94.70139664804469
116.0,108.0,70.4027932960894
116.0,68.0,290.5
22.0,21.0,90.5013966480447
22.0,23.0,106.6013966480447
65.0,64.0,294.2013966480447
65.0,66.0,57.6013966480447
65.0,38.0,207.2
65.0,68.0,107.80000000000001
49.0,66.0,359.30139664804466
49.0,51.0,124.80139664804469
49.0,48.0,54.59999999999999
49.0,47.0,28.0
49.0,42.0,162.6013966480447
49.0,54.0,132.5013966480447
54.0,59.0,34.300000000000004
54.0,53.0,24.5
54.0,56.0,38.7013966480447
54.0,55.0,2.8
114.0,115.0,39.401396648044695
114.0,32.0,52.0013966480447
114.0,72.0,105.6041899441341
66.0,62.0,55.99999999999999
66.0,67.0,115.70139664804469
55.0,59.0,37.8
55.0,56.0,9.1
113.0,32.0,36.6013966480447
113.0,17.0,8.399999999999999
113.0,70.0,70.4027932960894
90.0,100.0,70.4027932960894
90.0,89.0,286.5013966480447
90.0,91.0,47.1013966480447
34.0,19.0,38.7013966480447
34.0,36.0,72.30139664804469
34.0,43.0,51.3013966480447
3.0,5.0,122.0013966480447
3.0,1.0,68.80139664804469
79.0,80.0,131.1013966480447
79.0,78.0,34.3
2.0,1.0,40.8013966480447
36.0,93.0,105.6041899441341
96.0,33.0,70.4027932960894
96.0,80.0,76.5013966480447
96.0,107.0,70.4027932960894
96.0,94.0,23.799999999999997
96.0,82.0,23.799999999999997
20.0,19.0,4.899999999999999
20.0,21.0,32.9
61.0,59.0,105.90139664804468
61.0,64.0,49.699999999999996
61.0,48.0,70.4027932960894
61.0,60.0,168.7
61.0,62.0,43.4
94.0,93.0,40.599999999999994
94.0,109.0,70.4027932960894
94.0,27.0,70.4027932960894
94.0,100.0,73.70139664804469
109.0,110.0,39.401396648044695
109.0,108.0,44.3013966480447
73.0,71.0,45.0013966480447
73.0,30.0,70.4027932960894
73.0,23.0,105.6041899441341
40.0,42.0,47.8013966480447
40.0,39.0,44.3013966480447
40.0,41.0,66.0013966480447
27.0,115.0,66.0013966480447
27.0,25.0,233.3013966480447
27.0,28.0,48.99999999999999
27.0,32.0,50.6013966480447
42.0,41.0,63.2013966480447
59.0,63.0,210.0
59.0,1.0,70.4027932960894
59.0,56.0,98.20139664804469
59.0,60.0,92.6013966480447
25.0,23.0,235.2
89.0,85.0,127.6013966480447
99.0,100.0,71.6013966480447
99.0,80.0,30.799999999999997
62.0,60.0,11.899999999999999
62.0,67.0,35.0
115.0,29.0,70.40279329608941
57.0,56.0,59.7013966480447
57.0,78.0,70.4027932960894
23.0,32.0,154.90139664804468
32.0,31.0,80.0013966480447
60.0,108.0,70.4027932960894
60.0,111.0,105.6041899441341
33.0,15.0,12.600000000000001
80.0,98.0,80.70139664804469
80.0,81.0,12.6
80.0,77.0,230.50139664804468
56.0,58.0,35.9013966480447
82.0,83.0,71.6013966480447
82.0,77.0,25.9
19.0,18.0,59.0013966480447
19.0,15.0,41.5013966480447
78.0,77.0,113.6013966480447
8.0,5.0,474.59999999999997
8.0,30.0,138.8013966480447
8.0,9.0,621.5999999999999
108.0,105.0,47.1013966480447
72.0,71.0,7.699999999999996
71.0,46.0,70.4027932960894
71.0,70.0,52.7013966480447
101.0,100.0,0.7
103.0,110.0,85.6013966480447
103.0,100.0,116.19999999999999
103.0,105.0,84.20139664804469
103.0,29.0,70.4027932960894
28.0,29.0,56.901396648044695
84.0,83.0,59.7013966480447
84.0,85.0,42.0
63.0,64.0,210.0
58.0,51.0,19.599999999999998
58.0,75.0,70.4027932960894
86.0,87.0,41.5013966480447
86.0,85.0,63.2013966480447
118.0,75.0,91.20139664804469
110.0,111.0,90.5013966480447
31.0,17.0,63.901396648044695
31.0,29.0,16.799999999999997
18.0,17.0,98.0
30.0,17.0,348.10139664804467
30.0,38.0,94.5
68.0,81.0,47.8013966480447
105.0,107.0,19.599999999999998
13.0,15.0,4.899999999999999
13.0,11.0,84.9013966480447
5.0,11.0,143.0013966480447
5.0,4.0,151.89999999999998
4.0,11.0,125.5013966480447
75.0,70.0,38.7013966480447
75.0,77.0,37.099999999999994
98.0,100.0,44.3013966480447
17.0,15.0,166.8013966480447
47.0,46.0,77.20139664804469
46.0,48.0,58.3013966480447
83.0,85.0,78.6013966480447
100.0,29.0,105.6041899441341
