edge_i,edge_j,capacity
112.0,110.0,97.83016759776541
102.0,92.0,48.800000000000004
102.0,101.0,40.0
35.0,37.0,95.4301675977654
35.0,68.0,80.4603351955307
35.0,36.0,5.6000000000000005
52.0,51.0,47.2
52.0,73.0,80.4603351955307
52.0,53.0,54.6301675977654
7.0,12.0,57.0301675977654
7.0,6.0,51.2
12.0,117.0,77.0301675977654
12.0,14.0,66.6301675977654
12.0,11.0,41.6
12.0,3.0,49.8301675977654
12.0,16.0,53.8301675977654
12.0,2.0,82.6301675977654
6.0,5.0,145.60000000000002
37.0,33.0,28.0
37.0,34.0,201.8301675977654
37.0,38.0,344.0
37.0,40.0,81.83016759776541
37.0,39.0,60.0
97.0,64.0,120.6905027932961
97.0,80.0,60.0
97.0,96.0,73.0301675977654
50.0,57.0,90.6301675977654
50.0,49.0,122.6301675977654
104.0,100.0,72.0
104.0,105.0,88.2301675977654
104.0,103.0,86.6301675977654
104.0,109.0,80.4603351955307
10.0,9.0,716.8000000000001
74.0,75.0,67.2
74.0,70.0,65.83016759776541
95.0,94.0,106.6301675977654
95.0,96.0,10.4
106.0,107.0,16.0
106.0,100.0,116.2301675977654
106.0,105.0,20.0
76.0,118.0,4.0
76.0,77.0,78.4
44.0,45.0,44.0
44.0,43.0,15.200000000000001
16.0,17.0,32.0
69.0,54.0,120.6905027932961
69.0,70.0,172.0
69.0,75.0,216.2301675977654
69.0,68.0,235.43016759776543
69.0,57.0,80.4603351955307
69.0,49.0,101.83016759776541
69.0,47.0,78.4
69.0,77.0,131.20000000000002
45.0,46.0,57.6
45.0,49.0,122.6301675977654
92.0,89.0,354.40000000000003
92.0,93.0,68.8
92.0,94.0,99.4301675977654
92.0,91.0,72.2301675977654
92.0,100.0,24.8
26.0,25.0,191.43016759776543
26.0,30.0,352.8
14.0,15.0,41.0301675977654
24.0,70.0,0.8
24.0,72.0,53.8301675977654
24.0,23.0,36.8
88.0,89.0,155.20000000000005
88.0,85.0,108.2301675977654
116.0,68.0,332.0
22.0,21.0,63.2
22.0,23.0,81.60000000000001
65.0,64.0,296.0
65.0,66.0,25.60000000000001
65.0,38.0,277.0301675977654
65.0,68.0,163.4301675977654
49.0,66.0,370.40000000000003
49.0,51.0,102.40000000000002
49.0,48.0,102.6301675977654
49.0,47.0,72.2301675977654
49.0,42.0,145.6
49.0,54.0,111.2
54.0,59.0,39.2
54.0,55.0,43.430167597765404
54.0,53.0,28.0
54.0,56.0,4.0
114.0,115.0,45.0301675977654
114.0,32.0,59.430167597765404
114.0,72.0,80.4603351955307
66.0,62.0,64.0
66.0,67.0,132.2301675977654
55.0,59.0,83.4301675977654
55.0,56.0,10.399999999999999
113.0,32.0,1.6000000000000014
