edge_i,edge_j,capacity
112.0,110.0,57.6
102.0,92.0,48.800000000000004
102.0,101.0,40.0
35.0,37.0,55.2
35.0,36.0,45.8301675977654
52.0,51.0,47.2
52.0,73.0,80.4603351955307
52.0,53.0,14.4
7.0,12.0,57.0301675977654
7.0,6.0,91.4301675977654
12.0,117.0,77.0301675977654
12.0,14.0,26.400000000000002
12.0,56.0,80.4603351955307
12.0,11.0,41.60000000000001
12.0,3.0,9.600000000000001
12.0,16.0,53.8301675977654
12.0,2.0,82.6301675977654
6.0,5.0,185.8301675977654
37.0,33.0,68.2301675977654
37.0,87.0,80.4603351955307
37.0,34.0,201.8301675977654
37.0,38.0,344.0
37.0,40.0,41.6
37.0,39.0,100.2301675977654
97.0,40.0,80.4603351955307
97.0,80.0,100.2301675977654
97.0,96.0,32.800000000000004
50.0,31.0,120.6905027932961
50.0,57.0,90.6301675977654
50.0,49.0,122.6301675977654
104.0,100.0,112.2301675977654
104.0,105.0,88.2301675977654
104.0,103.0,46.400000000000006
10.0,73.0,80.4603351955307
10.0,38.0,80.4603351955307
10.0,9.0,716.8000000000001
74.0,75.0,107.4301675977654
74.0,70.0,65.83016759776541
95.0,94.0,66.4
95.0,31.0,80.4603351955307
95.0,96.0,50.6301675977654
106.0,107.0,56.2301675977654
106.0,100.0,116.2301675977654
106.0,105.0,60.2301675977654
106.0,101.0,80.4603351955307
76.0,118.0,4.0
76.0,77.0,78.4
44.0,45.0,44.0
44.0,43.0,55.430167597765404
16.0,17.0,72.2301675977654
69.0,70.0,212.2301675977654
69.0,49.0,101.83016759776541
69.0,75.0,216.2301675977654
69.0,68.0,235.43016759776543
69.0,54.0,80.4603351955307
69.0,47.0,78.4
69.0,77.0,171.43016759776543
45.0,46.0,57.60000000000001
45.0,49.0,82.4
92.0,89.0,354.40000000000003
92.0,93.0,109.0301675977654
92.0,94.0,99.4301675977654
92.0,91.0,72.2301675977654
92.0,100.0,65.0301675977654
26.0,25.0,191.43016759776543
26.0,30.0,352.8
14.0,15.0,41.0301675977654
24.0,70.0,0.8
24.0,72.0,13.600000000000001
24.0,23.0,77.0301675977654
88.0,89.0,195.43016759776543
88.0,85.0,108.2301675977654
116.0,68.0,372.2301675977654
22.0,21.0,103.4301675977654
22.0,23.0,121.83016759776541
65.0,64.0,296.0
65.0,66.0,25.6
65.0,38.0,277.0301675977654
65.0,68.0,123.2
65.0,84.0,80.4603351955307
49.0,66.0,410.6301675977654
49.0,51.0,102.4
49.0,48.0,62.400000000000006
49.0,47.0,72.2301675977654
49.0,42.0,185.8301675977654
49.0,54.0,111.2
54.0,59.0,39.2
54.0,55.0,3.200000000000003
54.0,53.0,68.2301675977654
54.0,56.0,4.0
114.0,115.0,45.0301675977654
114.0,32.0,19.200000000000003
66.0,62.0,104.2301675977654
66.0,67.0,92.0
55.0,59.0,43.2
55.0,56.0,10.4
113.0,32.0,41.8301675977654
113.0,17.0,49.8301675977654
113.0,70.0,120.6905027932961
90.0,100.0,80.4603351955307
90.0,89.0,327.4301675977654
90.0,91.0,13.600000000000001
90.0,34.0,80.4603351955307
34.0,19.0,4.0
34.0,36.0,82.6301675977654
34.0,43.0,58.63016759776541
3.0,5.0,99.2
3.0,1.0,78.6301675977654
79.0,98.0,80.4603351955307
79.0,80.0,109.60000000000001
79.0,78.0,39.2
2.0,1.0,46.6301675977654
36.0,93.0,80.4603351955307
96.0,82.0,67.4301675977654
96.0,94.0,67.4301675977654
96.0,80.0,87.4301675977654
20.0,19.0,45.8301675977654
20.0,21.0,37.6
61.0,59.0,121.03016759776541
61.0,64.0,56.8
61.0,60.0,192.8
61.0,62.0,49.60000000000001
