edge_i,edge_j,capacity
1.0,2.0,38.400000000000006
1.0,3.0,37.6
30.0,27.0,21.6390243902439
30.0,29.0,7.199999999999999
7.0,5.0,26.400000000000002
7.0,6.0,24.8390243902439
12.0,15.0,20.039024390243902
12.0,16.0,18.4390243902439
12.0,14.0,8.8
12.0,13.0,29.6
12.0,4.0,20.0
3.0,4.0,32.800000000000004
6.0,8.0,43.2
6.0,4.0,32.0
6.0,10.0,16.8390243902439
6.0,28.0,18.4390243902439
6.0,2.0,39.2
6.0,9.0,13.600000000000001
19.0,20.0,10.4
19.0,18.0,7.2
19.0,8.0,17.6780487804878
2.0,5.0,35.2390243902439
2.0,4.0,33.6
13.0,8.0,26.5170731707317
13.0,16.0,26.5170731707317
20.0,10.0,14.4
8.0,28.0,20.8390243902439
21.0,10.0,8.0
21.0,22.0,48.8390243902439
11.0,9.0,0.8
17.0,10.0,13.600000000000001
17.0,16.0,12.039024390243899
9.0,10.0,13.600000000000001
10.0,24.0,17.6780487804878
10.0,22.0,18.4390243902439
27.0,28.0,20.8
27.0,25.0,27.200000000000003
27.0,29.0,20.039024390243902
26.0,25.0,15.2390243902439
26.0,23.0,26.5170731707317
4.0,15.0,17.6780487804878
15.0,18.0,13.600000000000001
15.0,14.0,12.039024390243899
15.0,23.0,20.0
25.0,24.0,20.8
24.0,22.0,8.8
24.0,23.0,12.8390243902439
