edge_i,edge_j,capacity
1.0,15.0,111.88717948717951
1.0,17.0,87.2
1.0,2.0,102.2871794871795
1.0,16.0,80.6871794871795
35.0,36.0,42.2871794871795
35.0,34.0,31.887179487179502
56.0,42.0,23.887179487179502
56.0,40.0,4.800000000000001
56.0,53.0,38.174358974359
56.0,57.0,26.2871794871795
56.0,41.0,31.0871794871795
34.0,28.0,57.26153846153851
34.0,32.0,31.887179487179502
37.0,38.0,33.60000000000001
37.0,36.0,47.0871794871795
37.0,39.0,24.687179487179503
7.0,8.0,148.0
7.0,29.0,143.0871794871795
7.0,6.0,43.0871794871795
38.0,22.0,6.400000000000002
38.0,48.0,47.0871794871795
38.0,44.0,46.2871794871795
38.0,49.0,12.0
3.0,15.0,88.80000000000001
3.0,2.0,88.6871794871795
3.0,4.0,31.887179487179502
6.0,5.0,68.6871794871795
6.0,8.0,94.2871794871795
6.0,4.0,64.6871794871795
51.0,10.0,80.6871794871795
51.0,50.0,27.999999999999996
19.0,20.0,3.2
19.0,18.0,28.687179487179503
19.0,50.0,38.17435897435901
36.0,15.0,57.26153846153851
36.0,40.0,4.800000000000001
39.0,48.0,57.26153846153851
39.0,57.0,24.687179487179503
20.0,21.0,20.687179487179503
8.0,9.0,332.8
21.0,22.0,20.687179487179503
11.0,33.0,38.174358974359
11.0,9.0,84.80000000000001
11.0,43.0,27.2
11.0,13.0,39.2
11.0,41.0,37.4871794871795
22.0,23.0,24.687179487179503
50.0,28.0,38.17435897435901
50.0,49.0,29.487179487179503
17.0,12.0,10.400000000000002
17.0,44.0,57.26153846153851
13.0,15.0,44.687179487179506
13.0,14.0,50.2871794871795
13.0,12.0,4.0
13.0,49.0,79.0871794871795
13.0,9.0,83.0871794871795
44.0,45.0,67.88717948717951
16.0,12.0,17.600000000000005
47.0,48.0,42.2871794871795
47.0,46.0,77.60000000000001
47.0,52.0,57.26153846153851
49.0,48.0,24.687179487179503
9.0,55.0,52.687179487179506
9.0,10.0,85.4871794871795
9.0,12.0,55.88717948717951
53.0,54.0,32.687179487179506
53.0,52.0,23.2
5.0,4.0,25.6
55.0,54.0,39.8871794871795
30.0,25.0,34.2871794871795
30.0,24.0,38.174358974359
30.0,31.0,27.887179487179502
46.0,14.0,77.60000000000001
57.0,52.0,57.26153846153851
10.0,12.0,23.887179487179502
45.0,15.0,49.60000000000001
41.0,42.0,37.4871794871795
41.0,43.0,23.200000000000003
27.0,28.0,69.4871794871795
27.0,26.0,51.88717948717951
18.0,4.0,77.4871794871795
28.0,29.0,60.0
33.0,32.0,26.2871794871795
52.0,29.0,51.88717948717951
26.0,24.0,32.80000000000001
15.0,14.0,84.6871794871795
25.0,24.0,26.400000000000002
24.0,23.0,26.2871794871795
31.0,32.0,22.2871794871795
23.0,42.0,38.17435897435901
