node,demand,gen_capacity,gen_upgrade_ub,gen_upgrade_cost_fixed,gen_upgrade_cost_linear
1,0,583,0,0,0
2,0,68,0,0,0
3,0,129.89999999999998,0,0,0
4,0,840,0,0,0
5,0,92,0,0,0
6,0,40,0,0,0
7,0,1693,0,0,0
8,0,1336,0,0,0
9,0,1394,0,0,0
10,0,1110,0,0,0
11,0,40,0,0,0
12,0,80,0,0,0
13,0,444,0,0,0
14,0,2605,0,0,0
15,0,11,0,0,0
16,0,1137,0,0,0
17,0,428,0,0,0
18,0,2330,0,0,0
19,0,1450,0,0,0
20,0.5690444484434047,0,0,0,0
21,3.8225203989120584,0,0,0,0
22,0.1518399097271407,0,0,0,0
23,1.5934391534391537,0,0,0,0
24,2.253468733297702,0,0,0,0
25,0.33188287153652396,0,0,0,0
26,2.551173860427592,0,0,0,0
27,2.6958056265984656,0,0,0,0
28,0.0702024143194117,0,0,0,0
29,0.12288423425173903,0,0,0,0
30,7.551474626865672,0,0,0,0
31,0.042521422544349465,0,0,0,0
32,2.2414885699096225,0,0,0,0
33,1.0495121141719217,0,0,0,0
34,0.17049090173877882,0,0,0,0
35,0.044696703063712505,0,0,0,0
36,0.33156967599874176,0,0,0,0
37,0.26989117910638843,0,0,0,0
38,0.10887175073162335,0,0,0,0
39,19.671415241057545,0,0,0,0
40,3.5740943769426394,0,0,0,0
41,0.07439110745162619,0,0,0,0
42,3.025285816790242,0,0,0,0
43,6.460020429009194,0,0,0,0
44,0.4948251310539082,0,0,0,0
45,16.599370078740158,0,0,0,0
46,0.40599325950890713,0,0,0,0
47,0.5055847789591494,0,0,0,0
48,5.35735705209657,0,0,0,0
49,0.1874384280252512,0,0,0,0
50,1.6367391304347827,0,0,0,0
51,0.22665519836576714,0,0,0,0
52,0.6222620160377823,0,0,0,0
53,2.991655629139073,0,0,0,0
54,2.168104216660953,0,0,0,0
55,0.04228248224958884,0,0,0,0
56,6.330690690690691,0,0,0,0
57,0.014220145633523818,0,0,0,0
58,0.020954043877072632,0,0,0,0
59,24.656374269005852,0,0,0,0
60,1.3486213882076983,0,0,0,0
61,0.5407053392040354,0,0,0,0
62,5.762514806378133,0,0,0,0
63,4.178632309217047,0,0,0,0
64,0.3158626545136721,0,0,0,0
65,2.010286077558805,0,0,0,0
66,3.460662106703147,0,0,0,0
67,0.09131331215708924,0,0,0,0
68,0.05051466271560762,0,0,0,0
69,4.958337906703254,0,0,0,0
70,2.2343614202437734,0,0,0,0
71,0.14656346318741167,0,0,0,0
72,0.3363573992820104,0,0,0,0
73,6.4402851323828925,0,0,0,0
74,6.430462633451958,0,0,0,0
75,0.20416308874326114,0,0,0,0
76,0.18553583477572097,0,0,0,0
77,0.4255962314939435,0,0,0,0
78,0.1745276926897922,0,0,0,0
79,3.5530112359550565,0,0,0,0
80,1.077495527728086,0,0,0,0
81,4.421083537224747,0,0,0,0
82,0.29905946329353356,0,0,0,0
83,0.20301617873651773,0,0,0,0
84,2.321718061674009,0,0,0,0
85,7.793419593345657,0,0,0,0
86,0.0681471264863234,0,0,0,0
87,1.2416530872680869,0,0,0,0
88,7.7599509202454,0,0,0,0
89,1.984735603326534,0,0,0,0
90,0.808845120859445,0,0,0,0
91,0.28152685347993506,0,0,0,0
92,2.8449662618083673,0,0,0,0
93,0.4141147197485595,0,0,0,0
94,0.048884886664476615,0,0,0,0
95,0.2901548413736151,0,0,0,0
96,2.800868024800709,0,0,0,0
97,1.1990444591904448,0,0,0,0
98,0.5977938465901036,0,0,0,0
99,0.4378840961019179,0,0,0,0
100,1.8672453498671393,0,0,0,0
101,0.14051479165046604,0,0,0,0
102,1.460591224018476,0,0,0,0
103,1.1428189374774125,0,0,0,0
104,0.5237131500496853,0,0,0,0
105,0.28589846751955156,0,0,0,0
106,0.2088419245121025,0,0,0,0
107,1.368612854360528,0,0,0,0
108,0.45707801828497097,0,0,0,0
109,0.38019537707776013,0,0,0,0
110,0.47037001227176384,0,0,0,0
111,0.1700691101729099,0,0,0,0
112,0.7409912126537787,0,0,0,0
113,4.207824351297406,0,0,0,0
114,3.3919871279163316,0,0,0,0
115,0.255261543429125,0,0,0,0
116,0.2759740798114896,0,0,0,0
117,0.5564524218028244,0,0,0,0
118,0.20260319392609444,0,0,0,0
119,5.611677018633541,0,0,0,0
120,0.5764090411957711,0,0,0,0
121,0.04200278940027894,0,0,0,0
122,0.029433904308023822,0,0,0,0
123,2.1707087695211946,0,0,0,0
124,0.05898324053607902,0,0,0,0
125,1.4463945111492282,0,0,0,0
126,0.07119862204059577,0,0,0,0
127,0.26603680723525086,0,0,0,0
128,0.27309612229035324,0,0,0,0
129,6.774890198178897,0,0,0,0
130,0.7754717675188524,0,0,0,0
131,1.5241257982889507,0,0,0,0
132,0.1806237504998001,0,0,0,0
133,0.1847526401121774,0,0,0,0
134,1.033392156862745,0,0,0,0
135,0.09077464081181554,0,0,0,0
136,0.2750678496868476,0,0,0,0
137,3.798414414414415,0,0,0,0
138,1.473694512408249,0,0,0,0
139,2.839856308935788,0,0,0,0
140,5.523458515283843,0,0,0,0
141,3.436218418907906,0,0,0,0
142,3.5460386879730867,0,0,0,0
143,1.642051148903025,0,0,0,0
144,0.5036722016485486,0,0,0,0
145,1.0482943809050225,0,0,0,0
146,13.630086206896554,0,0,0,0
147,0.08222691725119778,0,0,0,0
148,0.46847111111111117,0,0,0,0
149,0.25371524852569505,0,0,0,0
150,1.0046640190627483,0,0,0,0
151,0.2466743374222361,0,0,0,0
152,1.5029372623574146,0,0,0,0
153,0.45177226944781773,0,0,0,0
154,0.4261554529833901,0,0,0,0
155,1.4493777930560332,0,0,0,0
156,0.2592482065997131,0,0,0,0
157,0.4726020026901809,0,0,0,0
158,0.2510762634483306,0,0,0,0
159,0.5747589403371655,0,0,0,0
160,3.4912282638697216,0,0,0,0
161,6.815043103448277,0,0,0,0
162,0.2956137234738712,0,0,0,0
163,2.4203444316877154,0,0,0,0
164,0.2645622254758419,0,0,0,0
165,2.0007465991774755,0,0,0,0
166,0.05345990312846046,0,0,0,0
167,0.1115623842368008,0,0,0,0
168,0.24356781113400475,0,0,0,0
169,1.952264238308381,0,0,0,0
