scenario,type,value
28,1depth,3511.5899999999997
43,1depth,3511.5899999999997
23,1depth,3511.5899999999997
24,1depth,3511.5899999999997
25,1depth,3511.5899999999997
26,1depth,3511.5899999999997
27,1depth,3511.5899999999997
20,1depth,3511.5899999999997
21,1depth,3511.5899999999997
48,1depth,3511.590000000005
49,1depth,3511.5899999999997
46,1depth,3511.5899999999997
47,1depth,3511.5899999999997
44,1depth,3511.5899999999997
45,1depth,3511.5899999999997
42,1depth,3511.5899999999997
29,1depth,3511.5899999999997
40,1depth,3511.5899999999997
41,1depth,3511.5899999999997
1,1depth,3511.5899999999997
0,1depth,3511.5899999999997
3,1depth,3511.5899999999997
2,1depth,3511.5899999999997
5,1depth,3511.5899999999997
4,1depth,3511.5899999999997
7,1depth,3511.5899999999997
6,1depth,3511.5899999999997
9,1depth,3511.5899999999997
8,1depth,3511.5899999999997
39,1depth,3511.5899999999997
12,1depth,3511.5899999999997
14,1depth,3511.5899999999997
11,1depth,3511.5899999999997
10,1depth,3511.5899999999997
13,1depth,3511.5899999999997
38,1depth,3511.5899999999997
15,1depth,3512.7799999999997
22,1depth,3511.5899999999997
17,1depth,3511.5899999999997
16,1depth,3511.5899999999997
19,1depth,3511.5899999999997
32,1depth,3511.590000000005
31,1depth,3511.5899999999997
30,1depth,3511.5899999999997
37,1depth,3511.5899999999997
36,1depth,3511.5899999999997
35,1depth,3511.5899999999997
34,1depth,3511.5899999999997
33,1depth,3511.5899999999997
18,1depth,3511.5899999999997
28,fullcascade,15060.460000000003
43,fullcascade,13415.380000000006
23,fullcascade,12268.0
24,fullcascade,14517.550000000001
25,fullcascade,14404.390000000001
26,fullcascade,13072.450000000004
27,fullcascade,17131.050000000003
20,fullcascade,15732.539999999997
21,fullcascade,16812.640000000007
48,fullcascade,13798.0
49,fullcascade,13695.609999999999
46,fullcascade,14497.699999999999
47,fullcascade,15775.000000000002
44,fullcascade,15058.250000000002
45,fullcascade,14991.160000000002
42,fullcascade,16797.610000000004
29,fullcascade,18031.899999999998
40,fullcascade,17801.660000000003
41,fullcascade,12604.799999999997
1,fullcascade,16539.28
0,fullcascade,15169.51
3,fullcascade,15677.82
2,fullcascade,14563.97
5,fullcascade,15739.990000000002
4,fullcascade,14797.559999999996
7,fullcascade,16320.439999999997
6,fullcascade,15169.51
9,fullcascade,13808.589999999995
8,fullcascade,15169.51
39,fullcascade,15183.040000000003
12,fullcascade,15953.81
14,fullcascade,15370.66
11,fullcascade,17131.880000000005
10,fullcascade,14707.140000000001
13,fullcascade,16508.740000000005
38,fullcascade,16850.469999999998
15,fullcascade,17028.25
22,fullcascade,14921.870000000003
17,fullcascade,14719.95
16,fullcascade,15288.579999999998
19,fullcascade,14063.9
32,fullcascade,16255.77
31,fullcascade,16128.689999999999
30,fullcascade,15322.930000000002
37,fullcascade,16880.33
36,fullcascade,15157.42
35,fullcascade,14475.71
34,fullcascade,11700.590000000002
33,fullcascade,17780.909999999996
18,fullcascade,13284.920000000002
