scenario,type,value
28,1depth,1245.1999999999996
43,1depth,1070.4999999999998
23,1depth,1207.7999999999997
24,1depth,1247.1999999999996
25,1depth,1250.7999999999997
26,1depth,1250.7999999999997
27,1depth,1246.2999999999997
20,1depth,1205.6999999999998
21,1depth,1250.7999999999997
48,1depth,1250.7999999999997
49,1depth,1248.6999999999996
46,1depth,1250.7999999999997
47,1depth,1250.7999999999997
44,1depth,1250.7999999999997
45,1depth,960.0
42,1depth,1249.8999999999996
29,1depth,1245.4999999999995
40,1depth,1250.7999999999997
41,1depth,1250.7999999999997
1,1depth,1250.7999999999997
0,1depth,1244.601282051282
3,1depth,1241.5012820512816
2,1depth,1248.3012820512818
5,1depth,1250.7999999999997
4,1depth,1250.7999999999997
7,1depth,1250.7999999999997
6,1depth,1250.7999999999997
9,1depth,1250.7999999999997
8,1depth,1250.7999999999997
39,1depth,1247.9999999999995
12,1depth,1250.7999999999997
14,1depth,1248.4999999999995
11,1depth,1250.7999999999997
10,1depth,1250.7999999999997
13,1depth,1250.7999999999997
38,1depth,1250.7999999999997
15,1depth,1227.7999999999997
22,1depth,1250.7999999999997
17,1depth,1248.4999999999995
16,1depth,1062.9025641025642
19,1depth,1250.7999999999997
32,1depth,1250.7025641025639
31,1depth,1201.4999999999998
30,1depth,1247.101282051282
37,1depth,1250.7999999999997
36,1depth,1250.7999999999997
35,1depth,1207.7999999999997
34,1depth,1249.6999999999996
33,1depth,1249.501282051282
18,1depth,1246.6999999999996
28,fullcascade,960.0
43,fullcascade,852.9999999999999
23,fullcascade,852.0999999999999
24,fullcascade,959.9999999999999
25,fullcascade,960.0
26,fullcascade,871.5999999999999
27,fullcascade,959.9999999999999
20,fullcascade,1192.7999999999997
21,fullcascade,824.9999999999999
48,fullcascade,898.0
49,fullcascade,827.4
46,fullcascade,959.9999999999999
47,fullcascade,960.0
44,fullcascade,960.0
45,fullcascade,960.0
42,fullcascade,959.9999999999999
29,fullcascade,960.0000000000002
40,fullcascade,830.4
41,fullcascade,1005.9999999999997
1,fullcascade,835.4
0,fullcascade,1005.9999999999999
3,fullcascade,982.9999999999997
2,fullcascade,959.9999999999997
5,fullcascade,959.9999999999999
4,fullcascade,1011.7999999999997
7,fullcascade,959.9999999999999
6,fullcascade,959.9999999999999
9,fullcascade,960.0
8,fullcascade,870.0
39,fullcascade,959.9999999999999
12,fullcascade,875.0000000000001
14,fullcascade,983.0000000000001
11,fullcascade,983.0
10,fullcascade,870.0000000000001
13,fullcascade,960.0
38,fullcascade,831.4
15,fullcascade,812.4
22,fullcascade,982.9999999999998
17,fullcascade,786.9999999999998
16,fullcascade,831.3999999999999
19,fullcascade,959.9999999999999
32,fullcascade,898.8000000000001
31,fullcascade,1011.7999999999997
30,fullcascade,869.9999999999999
37,fullcascade,817.3999999999999
36,fullcascade,959.9999999999999
35,fullcascade,983.0000000000001
34,fullcascade,959.9999999999999
33,fullcascade,855.3999999999999
18,fullcascade,959.9999999999999
