scenario,type,value
28,1depth,3082.7041899441347
43,1depth,3489.80279329609
23,1depth,3691.9125698324137
24,1depth,3277.9083798882702
25,1depth,3575.709776536316
26,1depth,3260.00558659218
27,1depth,2974.3069832402352
20,1depth,3087.805586592179
21,1depth,3429.2027932960896
48,1depth,3162.70279329609
49,1depth,3253.108379888272
46,1depth,3441.808379888269
47,1depth,3268.006983240224
44,1depth,3002.5055865921804
45,1depth,3044.301396648045
42,1depth,3451.5055865921804
29,1depth,3299.704189944135
40,1depth,3571.3181564245942
41,1depth,3093.6027932960887
1,1depth,3080.0069832402232
0,1depth,3405.808379888275
3,1depth,3488.1083798882732
2,1depth,3182.305586592179
5,1depth,3388.51256983241
4,1depth,3102.509776536313
7,1depth,3633.206983240224
6,1depth,3712.3041899441355
9,1depth,3294.6
8,1depth,3488.9041899441395
39,1depth,3153.206983240231
12,1depth,3507.3139664804494
14,1depth,3317.406983240224
11,1depth,3521.4125698324037
10,1depth,3511.205586592179
13,1depth,3402.1041899441343
38,1depth,2867.1041899441343
15,1depth,3259.4055865921846
22,1depth,3281.10279329609
17,1depth,3609.9069832402247
16,1depth,3240.3055865921915
19,1depth,3014.402793296089
32,1depth,2981.306983240236
31,1depth,3109.501396648045
30,1depth,3391.5
37,1depth,2935.8069832402252
36,1depth,3444.2055865921793
35,1depth,3635.3125698324047
34,1depth,3431.702793296091
33,1depth,3237.008379888272
18,1depth,3302.5041899441403
28,fullcascade,1920.9999999999998
43,fullcascade,1850.0
23,fullcascade,1841.0
24,fullcascade,1874.0000000000002
25,fullcascade,1528.0
26,fullcascade,1971.0000000000002
27,fullcascade,2058.0
20,fullcascade,2065.0
21,fullcascade,1832.9999999999995
48,fullcascade,2167.0
49,fullcascade,1546.0
46,fullcascade,1578.9999999999995
47,fullcascade,2012.0
44,fullcascade,1904.0
45,fullcascade,1835.9999999999998
42,fullcascade,1674.9999999999998
29,fullcascade,2000.9999999999995
40,fullcascade,1547.9999999999998
41,fullcascade,1829.0
1,fullcascade,1688.9999999999998
0,fullcascade,1789.9999999999998
3,fullcascade,2576.0
2,fullcascade,2038.0
5,fullcascade,1608.9999999999998
4,fullcascade,1959.9999999999998
7,fullcascade,1603.9999999999998
6,fullcascade,1842.9999999999995
9,fullcascade,2029.9999999999998
8,fullcascade,1767.9999999999998
39,fullcascade,1809.0
12,fullcascade,1936.999999999999
14,fullcascade,1794.0
11,fullcascade,1969.9999999999998
10,fullcascade,2050.0000000000005
13,fullcascade,1886.0
38,fullcascade,2167.0
15,fullcascade,2198.0
22,fullcascade,1742.0
17,fullcascade,1659.0
16,fullcascade,1884.0
19,fullcascade,1960.9999999999998
32,fullcascade,1994.9999999999998
31,fullcascade,1736.0000000000002
30,fullcascade,2120.0
37,fullcascade,2233.0
36,fullcascade,1752.0000000000002
35,fullcascade,1657.0000000000002
34,fullcascade,2478.0
33,fullcascade,1695.9999999999998
18,fullcascade,2328.0000000000005
