scenario,type,value
28,1depth,3511.5899999999997
43,1depth,3511.5899999999997
23,1depth,3511.5899999999997
24,1depth,3511.5899999999997
25,1depth,3511.5899999999997
26,1depth,3511.5899999999997
27,1depth,3511.5899999999997
20,1depth,3511.5899999999997
21,1depth,3511.5899999999997
48,1depth,3511.590000000005
49,1depth,3511.5899999999997
46,1depth,3511.5899999999997
47,1depth,3511.5899999999997
44,1depth,3511.5899999999997
45,1depth,3511.5899999999997
42,1depth,3511.5899999999997
29,1depth,3511.5899999999997
40,1depth,3511.5899999999997
41,1depth,3511.5899999999997
1,1depth,3511.5899999999997
0,1depth,3511.5899999999997
3,1depth,3511.5899999999997
2,1depth,3511.5899999999997
5,1depth,3511.5899999999997
4,1depth,3511.5899999999997
7,1depth,3511.5899999999997
6,1depth,3511.5899999999997
9,1depth,3511.5899999999997
8,1depth,3511.5899999999997
39,1depth,3511.5899999999997
12,1depth,3511.5899999999997
14,1depth,3511.5899999999997
11,1depth,3511.5899999999997
10,1depth,3511.5899999999997
13,1depth,3511.5899999999997
38,1depth,3511.5899999999997
15,1depth,3512.7799999999997
22,1depth,3511.5899999999997
17,1depth,3511.5899999999997
16,1depth,3511.5899999999997
19,1depth,3511.5899999999997
32,1depth,3511.590000000005
31,1depth,3511.5899999999997
30,1depth,3511.5899999999997
37,1depth,3511.5899999999997
36,1depth,3511.5899999999997
35,1depth,3511.5899999999997
34,1depth,3511.5899999999997
33,1depth,3511.5899999999997
18,1depth,3511.5899999999997
28,fullcascade,14623.020000000002
43,fullcascade,15581.89
23,fullcascade,12713.9
24,fullcascade,14326.460000000001
25,fullcascade,13282.829999999998
26,fullcascade,16088.019999999999
27,fullcascade,14273.090000000002
20,fullcascade,13725.130000000001
21,fullcascade,13874.079999999996
48,fullcascade,15138.820000000002
49,fullcascade,14820.23
46,fullcascade,12716.720000000003
47,fullcascade,13642.519999999999
44,fullcascade,15035.900000000003
45,fullcascade,15433.0
42,fullcascade,16121.879999999997
29,fullcascade,15619.359999999999
40,fullcascade,14232.900000000001
41,fullcascade,14051.250000000007
1,fullcascade,15320.260000000002
0,fullcascade,15382.540000000003
3,fullcascade,14487.470000000001
2,fullcascade,15577.869999999999
5,fullcascade,13682.659999999996
4,fullcascade,13825.14
7,fullcascade,16106.220000000001
6,fullcascade,15382.540000000003
9,fullcascade,14523.069999999996
8,fullcascade,13893.28
39,fullcascade,13973.620000000004
12,fullcascade,14271.319999999996
14,fullcascade,13702.279999999997
11,fullcascade,15432.700000000003
10,fullcascade,16403.59
13,fullcascade,15069.069999999996
38,fullcascade,13676.229999999994
15,fullcascade,15607.380000000003
22,fullcascade,14017.049999999996
17,fullcascade,13296.099999999999
16,fullcascade,14625.189999999995
19,fullcascade,14348.170000000006
32,fullcascade,15991.609999999995
31,fullcascade,14243.479999999994
30,fullcascade,15580.680000000004
37,fullcascade,16491.039999999997
36,fullcascade,13817.07
35,fullcascade,14896.67
34,fullcascade,11774.529999999999
33,fullcascade,15452.590000000004
18,fullcascade,13500.410000000002
