scenario,type,value
28,1depth,3423.6111731843635
43,1depth,3858.1016759776653
23,1depth,3515.9810055865937
24,1depth,3491.8111731843633
25,1depth,3744.4603351955316
26,1depth,3703.271508379903
27,1depth,3397.3508379888485
20,1depth,3385.931843575431
21,1depth,3609.920670391063
48,1depth,3661.9921787709923
49,1depth,3486.011173184363
46,1depth,3579.2413407821446
47,1depth,3794.8715083799007
44,1depth,3150.7620111732144
45,1depth,3470.2413407821386
42,1depth,3199.5318435754275
29,1depth,3551.181005586605
40,1depth,3669.131843575428
41,1depth,3912.0111731843726
1,1depth,3260.701675977663
0,1depth,3790.531843575439
3,1depth,3701.1508379888346
2,1depth,3784.0413407821284
5,1depth,3674.3620111732
4,1depth,3462.5016759776745
7,1depth,3607.6715083798963
6,1depth,4004.6603351955314
9,1depth,3847.3206703910632
8,1depth,3388.4413407821316
39,1depth,3833.1810055866063
12,1depth,3682.931843575432
14,1depth,3716.641340782124
11,1depth,3768.7016759776607
10,1depth,3807.8715083798984
13,1depth,3745.931843575426
38,1depth,3497.641340782125
15,1depth,3676.671508379906
22,1depth,3827.981005586616
17,1depth,3331.0413407821316
16,1depth,3559.350837988832
19,1depth,3610.1810055866003
32,1depth,3742.7921787709615
31,1depth,3754.9810055865937
30,1depth,3546.011173184365
37,1depth,3370.2413407821386
36,1depth,3562.0413407821293
35,1depth,3779.350837988828
34,1depth,3408.8413407821404
33,1depth,3695.211173184366
18,1depth,3165.7206703910288
28,fullcascade,3675.9999999999995
43,fullcascade,3058.0000000000005
23,fullcascade,2403.9999999999995
24,fullcascade,3864.0
25,fullcascade,3030.000000000001
26,fullcascade,3705.999999999999
27,fullcascade,3921.9999999999986
20,fullcascade,3864.0
21,fullcascade,1756.0
48,fullcascade,3921.9999999999986
49,fullcascade,1694.9999999999993
46,fullcascade,1779.9999999999998
47,fullcascade,2878.0
44,fullcascade,3091.0000000000005
45,fullcascade,1837.0
42,fullcascade,3058.0000000000005
29,fullcascade,3740.0
40,fullcascade,1827.0000000000005
41,fullcascade,2330.0
1,fullcascade,3864.0
0,fullcascade,1974.0000000000002
3,fullcascade,1657.9999999999995
2,fullcascade,3864.0
5,fullcascade,1806.0
4,fullcascade,1870.9999999999998
7,fullcascade,2239.0
6,fullcascade,2539.000000000001
9,fullcascade,3864.0
8,fullcascade,1983.9999999999998
39,fullcascade,2026.0000000000005
12,fullcascade,2561.0
14,fullcascade,2609.0
11,fullcascade,1894.0
10,fullcascade,3030.0
13,fullcascade,3383.000000000001
38,fullcascade,3921.9999999999986
15,fullcascade,3890.0
22,fullcascade,3758.000000000001
17,fullcascade,3110.000000000001
16,fullcascade,3921.9999999999986
19,fullcascade,3864.0
32,fullcascade,4042.0
31,fullcascade,3860.0
30,fullcascade,3452.0
37,fullcascade,3921.9999999999986
36,fullcascade,2234.0
35,fullcascade,1582.9999999999998
34,fullcascade,2080.0
33,fullcascade,3921.9999999999986
18,fullcascade,3864.0
