scenario,type,value
28,1depth,4164.10837988827
43,1depth,3988.616759783551
23,1depth,4024.71117318536
24,1depth,3781.3181564266024
25,1depth,4028.5181564275936
26,1depth,4129.102793298091
27,1depth,4010.302793298089
20,1depth,3920.6237430187743
21,1depth,4107.205586593191
48,1depth,3752.0139664854546
49,1depth,4055.01256983441
46,1depth,3779.5097765383234
47,1depth,3929.3195530766434
44,1depth,3636.213966488462
45,1depth,4109.704189947142
42,1depth,3965.6181564276003
29,1depth,3889.916759778539
40,1depth,3995.3209497226762
41,1depth,3871.8097765393272
1,1depth,4075.7055865931793
0,1depth,3758.818156427592
3,1depth,4095.002793301091
2,1depth,3746.50977653832
5,1depth,3544.316759778548
4,1depth,4012.719553074638
7,1depth,3932.20837989327
6,1depth,4088.3125698354083
9,1depth,3950.7027933020895
8,1depth,4038.5069832432246
39,1depth,3616.7139664824554
12,1depth,3883.112569836418
14,1depth,3898.9069832452246
11,1depth,4148.212569832403
10,1depth,3889.1125698364094
13,1depth,3935.9181564275896
38,1depth,4224.7
15,1depth,4088.2069832422253
22,1depth,3881.713966483452
17,1depth,3934.10977653933
16,1depth,3890.80837990127
19,1depth,3762.2195530736417
32,1depth,3582.112569838405
31,1depth,3722.4195530796337
30,1depth,3829.3055865991787
37,1depth,4191.106983242231
36,1depth,3966.0013966500446
35,1depth,3895.209776540315
34,1depth,3910.0181564265945
33,1depth,4211.0
18,1depth,4072.9083798902707
28,fullcascade,1745.0000000000002
43,fullcascade,1454.9999999999998
23,fullcascade,1526.0000000000002
24,fullcascade,1747.9999999999998
25,fullcascade,2101.9999999999995
26,fullcascade,1606.0000000000002
27,fullcascade,1953.9999999999998
20,fullcascade,1962.9999999999998
21,fullcascade,1977.9999999999998
48,fullcascade,1628.9999999999998
49,fullcascade,1931.9999999999998
46,fullcascade,1684.9999999999995
47,fullcascade,1805.9999999999995
44,fullcascade,2398.0
45,fullcascade,2089.0
42,fullcascade,1576.0
29,fullcascade,1763.0000000000002
40,fullcascade,1552.0000000000002
41,fullcascade,1759.0000000000002
1,fullcascade,2465.0000000000005
0,fullcascade,1409.0
3,fullcascade,1469.9999999999998
2,fullcascade,1782.0000000000002
5,fullcascade,1580.0000000000002
4,fullcascade,1674.0
7,fullcascade,1522.0
6,fullcascade,1825.9999999999998
9,fullcascade,1930.9999999999995
8,fullcascade,2058.0
39,fullcascade,1938.0000000000002
12,fullcascade,1835.0
14,fullcascade,1503.9999999999995
11,fullcascade,2195.9999999999995
10,fullcascade,2521.0000000000005
13,fullcascade,1787.0
38,fullcascade,1743.9999999999995
15,fullcascade,1859.0
22,fullcascade,1548.0
17,fullcascade,1703.9999999999998
16,fullcascade,2385.0
19,fullcascade,2123.0000000000005
32,fullcascade,1860.9999999999998
31,fullcascade,2815.0000000000005
30,fullcascade,1935.0
37,fullcascade,1747.0
36,fullcascade,1618.9999999999998
35,fullcascade,1627.9999999999998
34,fullcascade,1668.0000000000002
33,fullcascade,1713.9999999999995
18,fullcascade,1944.9999999999993
