scenario,type,value
28,1depth,1250.7999999999997
43,1depth,1127.0871794871794
23,1depth,1207.7999999999997
24,1depth,1248.5999999999997
25,1depth,1238.2999999999997
26,1depth,1250.7999999999997
27,1depth,1248.1999999999998
20,1depth,1207.7999999999997
21,1depth,1233.3871794871795
48,1depth,1248.5999999999997
49,1depth,1232.0871794871791
46,1depth,1250.8000000000002
47,1depth,1250.7999999999997
44,1depth,1232.2999999999995
45,1depth,960.0
42,1depth,1245.0999999999997
29,1depth,1245.0999999999995
40,1depth,1232.2999999999995
41,1depth,1250.7999999999997
1,1depth,1241.3999999999996
0,1depth,1250.7999999999997
3,1depth,1250.7999999999997
2,1depth,1250.7999999999997
5,1depth,1241.3999999999996
4,1depth,1244.5999999999997
7,1depth,1245.0999999999997
6,1depth,1245.0999999999997
9,1depth,1248.5999999999997
8,1depth,1250.7999999999997
39,1depth,1250.7999999999997
12,1depth,1241.3999999999996
14,1depth,1250.7999999999997
11,1depth,1250.7999999999997
10,1depth,1250.7999999999997
13,1depth,1245.0999999999995
38,1depth,1250.7999999999997
15,1depth,1238.287179487181
22,1depth,1250.7999999999997
17,1depth,1250.7999999999997
16,1depth,1075.174358973575
19,1depth,1250.7999999999997
32,1depth,1238.2999999999997
31,1depth,1207.7999999999997
30,1depth,1244.9999999999998
37,1depth,1244.5999999999997
36,1depth,1250.7999999999997
35,1depth,1202.0999999999997
34,1depth,1250.7999999999997
33,1depth,1232.4871794871792
18,1depth,1248.6
28,fullcascade,1012.7999999999998
43,fullcascade,959.9999999999999
23,fullcascade,1016.5999999999999
24,fullcascade,899.8
25,fullcascade,890.1999999999998
26,fullcascade,901.4
27,fullcascade,1250.7999999999997
20,fullcascade,1207.7999999999997
21,fullcascade,861.4000000000001
48,fullcascade,921.0000000000001
49,fullcascade,893.4
46,fullcascade,1250.7999999999997
47,fullcascade,1195.1
44,fullcascade,1250.7999999999997
45,fullcascade,959.9999999999999
42,fullcascade,1016.6000000000001
29,fullcascade,982.9999999999998
40,fullcascade,1016.5999999999998
41,fullcascade,1250.7999999999997
1,fullcascade,1241.3999999999996
0,fullcascade,899.8
3,fullcascade,1250.7999999999997
2,fullcascade,994.7999999999998
5,fullcascade,1241.3999999999996
4,fullcascade,995.5999999999997
7,fullcascade,982.9999999999998
6,fullcascade,1250.7999999999997
9,fullcascade,1029.8000000000002
8,fullcascade,904.8
39,fullcascade,1250.7999999999997
12,fullcascade,921.0
14,fullcascade,1250.7999999999997
11,fullcascade,989.8
10,fullcascade,908.5999999999998
13,fullcascade,1195.1
38,fullcascade,845.1999999999999
15,fullcascade,986.7999999999998
22,fullcascade,998.6000000000001
17,fullcascade,861.4000000000001
16,fullcascade,783.6000000000001
19,fullcascade,1016.6000000000001
32,fullcascade,918.8
31,fullcascade,1207.7999999999997
30,fullcascade,903.5999999999999
37,fullcascade,883.4
36,fullcascade,1139.8
35,fullcascade,989.7999999999997
34,fullcascade,1250.7999999999997
33,fullcascade,901.6999999999999
18,fullcascade,1034.6000000000001
