scenario,type,value
28,1depth,3511.5899999999997
43,1depth,3511.5899999999997
23,1depth,3511.5899999999997
24,1depth,3511.5899999999997
25,1depth,3511.5899999999997
26,1depth,3511.5899999999997
27,1depth,3511.5899999999997
20,1depth,3511.5899999999997
21,1depth,3511.5899999999997
48,1depth,3511.590000000005
49,1depth,3511.5899999999997
46,1depth,3511.5899999999997
47,1depth,3511.5899999999997
44,1depth,3511.5899999999997
45,1depth,3511.5899999999997
42,1depth,3511.5899999999997
29,1depth,3511.5899999999997
40,1depth,3511.5899999999997
41,1depth,3511.5899999999997
1,1depth,3511.5899999999997
0,1depth,3511.5899999999997
3,1depth,3511.5899999999997
2,1depth,3511.5899999999997
5,1depth,3511.5899999999997
4,1depth,3511.5899999999997
7,1depth,3511.5899999999997
6,1depth,3511.5899999999997
9,1depth,3511.5899999999997
8,1depth,3511.5899999999997
39,1depth,3511.5899999999997
12,1depth,3511.5899999999997
14,1depth,3511.5899999999997
11,1depth,3511.5899999999997
10,1depth,3511.5899999999997
13,1depth,3511.5899999999997
38,1depth,3511.5899999999997
15,1depth,3512.7799999999997
22,1depth,3511.5899999999997
17,1depth,3511.5899999999997
16,1depth,3511.5899999999997
19,1depth,3511.5899999999997
32,1depth,3511.590000000005
31,1depth,3511.5899999999997
30,1depth,3511.5899999999997
37,1depth,3511.5899999999997
36,1depth,3511.5899999999997
35,1depth,3511.5899999999997
34,1depth,3511.5899999999997
33,1depth,3511.5899999999997
18,1depth,3511.5899999999997
28,fullcascade,15867.830000000002
43,fullcascade,15214.609999999999
23,fullcascade,16505.199999999997
24,fullcascade,17111.959999999995
25,fullcascade,14620.249999999996
26,fullcascade,17511.840000000004
27,fullcascade,15187.719999999998
20,fullcascade,20143.700000000008
21,fullcascade,15055.189999999995
48,fullcascade,16206.580000000005
49,fullcascade,16268.090000000002
46,fullcascade,16520.509999999995
47,fullcascade,19113.93
44,fullcascade,18399.46
45,fullcascade,18325.82
42,fullcascade,19163.34
29,fullcascade,19861.569999999996
40,fullcascade,14517.57
41,fullcascade,15482.869999999997
1,fullcascade,19330.02
0,fullcascade,18952.86999999999
3,fullcascade,17549.21
2,fullcascade,18514.43
5,fullcascade,20992.27
4,fullcascade,17205.199999999997
7,fullcascade,18162.369999999995
6,fullcascade,17655.360000000004
9,fullcascade,16138.529999999997
8,fullcascade,18788.069999999992
39,fullcascade,15793.969999999998
12,fullcascade,17653.06
14,fullcascade,13737.079999999998
11,fullcascade,17508.97
10,fullcascade,17570.569999999992
13,fullcascade,17209.86
38,fullcascade,19913.289999999986
15,fullcascade,16112.189999999997
22,fullcascade,15769.450000000003
17,fullcascade,16814.099999999995
16,fullcascade,16776.449999999997
19,fullcascade,16072.630000000001
32,fullcascade,14883.280000000002
31,fullcascade,16575.07
30,fullcascade,20401.56
37,fullcascade,19496.85
36,fullcascade,16657.01
35,fullcascade,16379.800000000001
34,fullcascade,13275.94
33,fullcascade,18411.96
18,fullcascade,16780.340000000004
