scenario,type,value
28,1depth,3345.9041899441345
43,1depth,3704.9083798882684
23,1depth,3520.3125698324047
24,1depth,3563.006983240229
25,1depth,3812.511173184368
26,1depth,3528.308379888269
27,1depth,3461.1097765363193
20,1depth,3690.5139664804697
21,1depth,3453.10977653632
48,1depth,3231.9083798882757
49,1depth,3496.5083798882793
46,1depth,3669.902793296095
47,1depth,3091.3097765363136
44,1depth,3423.411173184365
45,1depth,3317.709776536315
42,1depth,3106.013966480452
29,1depth,3374.705586592184
40,1depth,3500.1125698324026
41,1depth,3285.5041899441394
1,1depth,3106.4069832402297
0,1depth,3561.7097765363196
3,1depth,3542.911173184364
2,1depth,3336.40698324023
5,1depth,3700.805586592189
4,1depth,3329.812569832408
7,1depth,3520.9111731843664
6,1depth,3304.805586592184
9,1depth,3239.408379888269
8,1depth,3647.7055865921848
39,1depth,3466.705586592188
12,1depth,3454.1083798882687
14,1depth,3532.4083798882693
11,1depth,3851.601396648045
10,1depth,3178.805586592179
13,1depth,3351.9027932960894
38,1depth,3163.5027932960943
15,1depth,3300.7097765363187
22,1depth,3624.70279329609
17,1depth,3514.1125698324076
16,1depth,3425.7041899441347
19,1depth,3788.4139664804525
32,1depth,3126.611173184363
31,1depth,3459.5125698324237
30,1depth,3677.2069832402362
37,1depth,3686.7055865921798
36,1depth,3241.2069832402235
35,1depth,3591.1111731843575
34,1depth,3268.6125698324163
33,1depth,3289.204189944134
18,1depth,3437.315363128494
28,fullcascade,2127.9999999999995
43,fullcascade,1452.0
23,fullcascade,1700.0
24,fullcascade,1458.0
25,fullcascade,1497.9999999999998
26,fullcascade,1836.9999999999998
27,fullcascade,1528.9999999999995
20,fullcascade,1836.9999999999995
21,fullcascade,1740.9999999999995
48,fullcascade,1528.9999999999998
49,fullcascade,1463.0000000000002
46,fullcascade,1351.0
47,fullcascade,1910.0000000000002
44,fullcascade,1861.9999999999998
45,fullcascade,1677.9999999999998
42,fullcascade,1544.0
29,fullcascade,1762.0000000000002
40,fullcascade,1291.0
41,fullcascade,1906.0
1,fullcascade,1539.0000000000002
0,fullcascade,1799.9999999999998
3,fullcascade,1909.0
2,fullcascade,1814.0
5,fullcascade,1389.0000000000002
4,fullcascade,1714.0
7,fullcascade,1454.0000000000002
6,fullcascade,1911.9999999999998
9,fullcascade,1626.0
8,fullcascade,1615.0
39,fullcascade,1670.0000000000002
12,fullcascade,1814.9999999999998
14,fullcascade,1798.0
11,fullcascade,1902.0
10,fullcascade,1797.9999999999998
13,fullcascade,1715.9999999999995
38,fullcascade,1594.9999999999998
15,fullcascade,2288.0000000000005
22,fullcascade,1467.0000000000002
17,fullcascade,1624.0000000000002
16,fullcascade,1725.9999999999995
19,fullcascade,1497.9999999999998
32,fullcascade,1749.9999999999998
31,fullcascade,1872.0
30,fullcascade,1445.0000000000002
37,fullcascade,1909.0000000000002
36,fullcascade,1397.9999999999998
35,fullcascade,1519.0
34,fullcascade,2126.0
33,fullcascade,1924.9999999999998
18,fullcascade,1551.9999999999995
