line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,1.0,7.73414634146341,15.4682926829268,True,147.08731154510332,91.09474776775372,179.56399999999985
1.0,1.0,7.73414634146341,15.4682926829268,True,158.34248750365867,99.53790033021122,179.56399999999985
1.0,1.0,7.73414634146341,15.4682926829268,True,167.09351868470762,105.57098573256735,180.10599999999985
1.0,1.0,7.73414634146341,15.4682926829268,True,170.7825839984822,107.57443603975275,180.49799999999985
1.0,1.0,7.73414634146341,15.4682926829268,True,186.47160693008277,118.2723558145641,184.56799999999978
1.0,1.0,7.73414634146341,15.4682926829268,True,716.5250639359273,258.9714108058617,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,729.6714457071552,259.9954517385085,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,1021.0528923842646,283.3289047280021,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,1122.7598517932354,293.4961496221595,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,1290.5485871802741,323.8899164274745,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,1769.191990679335,385.0947221677846,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,1795.9670030597654,387.6063099946003,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,2508.3220408069224,530.0446201803461,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,3117.589693622393,602.5893952405122,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,3134.682113215018,612.7711126515364,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,3159.0440296743486,627.8757843902213,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,3473.7522596952067,707.3141005492921,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,3493.2702904658026,719.5099423175789,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,3523.0813510185517,737.8616449574188,185.55199999999977
1.0,1.0,7.73414634146341,15.4682926829268,True,3601.339119685268,NA,185.55200000000005
