scenario,type,value
28,1depth,1244.7999999999997
43,1depth,1100.2012820512844
23,1depth,1207.7999999999997
24,1depth,1244.4999999999995
25,1depth,1242.6999999999996
26,1depth,1250.7999999999997
27,1depth,1245.3012820512818
20,1depth,1207.7999999999997
21,1depth,1250.7999999999997
48,1depth,1249.1999999999996
49,1depth,1250.7999999999997
46,1depth,1242.5999999999995
47,1depth,1244.7999999999997
44,1depth,1244.7999999999997
45,1depth,960.0000000000002
42,1depth,1246.4999999999995
29,1depth,1244.7999999999997
40,1depth,1244.7999999999997
41,1depth,1239.602564102564
1,1depth,1250.7999999999997
0,1depth,1250.7999999999997
3,1depth,1248.1999999999994
2,1depth,1244.0999999999995
5,1depth,1244.3999999999996
4,1depth,1235.6999999999996
7,1depth,1250.7999999999997
6,1depth,1246.8999999999996
9,1depth,1248.4999999999995
8,1depth,1245.0999999999995
39,1depth,1241.2999999999997
12,1depth,1244.7999999999997
14,1depth,1244.5999999999995
11,1depth,1250.7999999999997
10,1depth,1242.5999999999995
13,1depth,1244.7999999999997
38,1depth,1244.7999999999997
15,1depth,1224.2999999999997
22,1depth,1244.3999999999996
17,1depth,1240.8999999999996
16,1depth,1051.8012820512822
19,1depth,1231.8012820512818
32,1depth,1250.7999999999997
31,1depth,1207.3999999999996
30,1depth,1250.7999999999997
37,1depth,1241.3999999999996
36,1depth,1250.7999999999997
35,1depth,1201.7999999999997
34,1depth,1244.7999999999997
33,1depth,1243.0999999999995
18,1depth,1240.0999999999995
28,fullcascade,867.0999999999998
43,fullcascade,825.6000000000001
23,fullcascade,862.0999999999998
24,fullcascade,989.7999999999998
25,fullcascade,1011.5999999999998
26,fullcascade,896.3999999999997
27,fullcascade,997.7
20,fullcascade,1171.8999999999999
21,fullcascade,913.3
48,fullcascade,904.8000000000001
49,fullcascade,840.3000000000001
46,fullcascade,1020.6999999999998
47,fullcascade,1210.7999999999997
44,fullcascade,1016.9000000000001
45,fullcascade,959.9999999999999
42,fullcascade,993.9000000000001
29,fullcascade,960.0000000000001
40,fullcascade,870.9999999999999
41,fullcascade,1020.7999999999998
1,fullcascade,862.9999999999998
0,fullcascade,842.1999999999998
3,fullcascade,866.0999999999999
2,fullcascade,987.9999999999997
5,fullcascade,989.8000000000001
4,fullcascade,988.8000000000001
7,fullcascade,960.0000000000001
6,fullcascade,1020.6999999999998
9,fullcascade,858.1999999999998
8,fullcascade,908.9000000000001
39,fullcascade,1209.0999999999997
12,fullcascade,875.0
14,fullcascade,878.1999999999999
11,fullcascade,989.7999999999997
10,fullcascade,903.8999999999997
13,fullcascade,1016.6
38,fullcascade,823.0
15,fullcascade,823.3
22,fullcascade,997.6999999999997
17,fullcascade,914.7
16,fullcascade,804.0000000000001
19,fullcascade,997.6999999999998
32,fullcascade,870.0000000000001
31,fullcascade,1171.8999999999999
30,fullcascade,899.8000000000001
37,fullcascade,864.5000000000001
36,fullcascade,997.6999999999998
35,fullcascade,823.2999999999997
34,fullcascade,997.6999999999998
33,fullcascade,890.5
18,fullcascade,856.3000000000001
