scenario,type,value
28,1depth,3048.890502793302
43,1depth,3314.7206703910633
23,1depth,2805.4905027933
24,1depth,3549.0111731843604
25,1depth,3496.1810055866003
26,1depth,3347.490502793297
27,1depth,2973.5206703910626
20,1depth,3419.5810055866073
21,1depth,3231.9508379888316
48,1depth,3423.6905027932967
49,1depth,3465.0111731843717
46,1depth,3277.6603351955323
47,1depth,3165.090502793302
44,1depth,3376.8413407821263
45,1depth,3340.3508379888362
42,1depth,3261.2905027932998
29,1depth,3136.8905027932974
40,1depth,3450.1016759776544
41,1depth,3364.2603351955368
1,1depth,3140.520670391062
0,1depth,3576.581005586595
3,1depth,3302.4111731843577
2,1depth,2804.290502793296
5,1depth,3604.5508379888356
4,1depth,3450.841340782134
7,1depth,3585.011173184364
6,1depth,3448.75083798884
9,1depth,3174.7206703910624
8,1depth,3134.7810055866034
39,1depth,3335.95083798883
12,1depth,3432.2301675977697
14,1depth,2985.7206703910624
11,1depth,3522.611173184365
10,1depth,3565.890502793297
13,1depth,3227.1206703910625
38,1depth,2915.860335195536
15,1depth,3123.750837988838
22,1depth,3005.830167597767
17,1depth,2774.9206703910677
16,1depth,2877.3206703910737
19,1depth,3212.6905027932985
32,1depth,2961.4603351955375
31,1depth,3407.4905027932964
30,1depth,3192.1206703910684
37,1depth,3273.6603351955305
36,1depth,3402.120670391063
35,1depth,3233.4111731843614
34,1depth,3696.841340782126
33,1depth,3225.660335195531
18,1depth,3142.320670391063
28,fullcascade,2268.0
43,fullcascade,1624.9999999999998
23,fullcascade,2000.9999999999998
24,fullcascade,2357.0
25,fullcascade,1871.0000000000005
26,fullcascade,2464.0
27,fullcascade,2247.0
20,fullcascade,2296.0
21,fullcascade,2202.0000000000005
48,fullcascade,3064.0
49,fullcascade,2362.0
46,fullcascade,1984.9999999999998
47,fullcascade,2979.0
44,fullcascade,2145.000000000001
45,fullcascade,2178.0
42,fullcascade,2306.0
29,fullcascade,2350.0
40,fullcascade,2041.9999999999995
41,fullcascade,2870.0
1,fullcascade,2661.9999999999995
0,fullcascade,2211.0
3,fullcascade,2147.0
2,fullcascade,2750.0000000000005
5,fullcascade,1849.9999999999995
4,fullcascade,2313.0
7,fullcascade,2069.0
6,fullcascade,2189.0
9,fullcascade,2130.0
8,fullcascade,1588.9999999999995
39,fullcascade,2397.0
12,fullcascade,2024.0
14,fullcascade,2718.9999999999995
11,fullcascade,2562.9999999999995
10,fullcascade,1980.0000000000005
13,fullcascade,2040.9999999999995
38,fullcascade,3352.0
15,fullcascade,1983.0
22,fullcascade,1997.9999999999998
17,fullcascade,2354.0
16,fullcascade,2655.0
19,fullcascade,2475.0
32,fullcascade,2091.0
31,fullcascade,2868.0000000000005
30,fullcascade,3109.9999999999995
37,fullcascade,2402.0000000000005
36,fullcascade,2520.0
35,fullcascade,1967.9999999999998
34,fullcascade,2375.0000000000005
33,fullcascade,4157.0
18,fullcascade,2119.0
