scenario,type,value
28,1depth,3511.5899999999997
43,1depth,3511.5899999999997
23,1depth,3511.5899999999997
24,1depth,3511.5899999999997
25,1depth,3511.5899999999997
26,1depth,3511.5899999999997
27,1depth,3511.5899999999997
20,1depth,3511.5899999999997
21,1depth,3511.5899999999997
48,1depth,3511.590000000005
49,1depth,3511.5899999999997
46,1depth,3511.5899999999997
47,1depth,3511.5899999999997
44,1depth,3511.5899999999997
45,1depth,3511.5899999999997
42,1depth,3511.5899999999997
29,1depth,3511.5899999999997
40,1depth,3511.5899999999997
41,1depth,3511.5899999999997
1,1depth,3511.5899999999997
0,1depth,3511.5899999999997
3,1depth,3511.5899999999997
2,1depth,3511.5899999999997
5,1depth,3511.5899999999997
4,1depth,3511.5899999999997
7,1depth,3511.5899999999997
6,1depth,3511.5899999999997
9,1depth,3511.5899999999997
8,1depth,3511.5899999999997
39,1depth,3511.5899999999997
12,1depth,3511.5899999999997
14,1depth,3511.5899999999997
11,1depth,3511.5899999999997
10,1depth,3511.5899999999997
13,1depth,3511.5899999999997
38,1depth,3511.5899999999997
15,1depth,3512.7799999999997
22,1depth,3511.5899999999997
17,1depth,3511.5899999999997
16,1depth,3511.5899999999997
19,1depth,3511.5899999999997
32,1depth,3511.590000000005
31,1depth,3511.5899999999997
30,1depth,3511.5899999999997
37,1depth,3511.5899999999997
36,1depth,3511.5899999999997
35,1depth,3511.5899999999997
34,1depth,3511.5899999999997
33,1depth,3511.5899999999997
18,1depth,3511.5899999999997
28,fullcascade,18071.929999999997
43,fullcascade,12875.21
23,fullcascade,13111.589999999997
24,fullcascade,14742.06
25,fullcascade,12270.470000000003
26,fullcascade,14973.44
27,fullcascade,14396.340000000006
20,fullcascade,17615.84
21,fullcascade,17762.44
48,fullcascade,16429.09
49,fullcascade,17683.610000000004
46,fullcascade,13439.59
47,fullcascade,14557.349999999999
44,fullcascade,19399.310000000005
45,fullcascade,13865.4
42,fullcascade,17314.17
29,fullcascade,16032.550000000003
40,fullcascade,14361.830000000002
41,fullcascade,13600.900000000003
1,fullcascade,15795.000000000004
0,fullcascade,15938.100000000008
3,fullcascade,15874.010000000004
2,fullcascade,15060.199999999997
5,fullcascade,17533.579999999994
4,fullcascade,13882.730000000001
7,fullcascade,17314.17
6,fullcascade,15795.000000000004
9,fullcascade,18782.8
8,fullcascade,17314.17
39,fullcascade,13546.550000000001
12,fullcascade,15226.749999999998
14,fullcascade,16459.109999999997
11,fullcascade,17944.529999999995
10,fullcascade,16275.009999999998
13,fullcascade,17421.03
38,fullcascade,17546.219999999998
15,fullcascade,20204.989999999994
22,fullcascade,18367.259999999995
17,fullcascade,14465.739999999996
16,fullcascade,14651.730000000001
19,fullcascade,14142.19
32,fullcascade,15990.899999999996
31,fullcascade,17377.699999999993
30,fullcascade,16394.53
37,fullcascade,14447.330000000004
36,fullcascade,20942.19
35,fullcascade,15159.360000000002
34,fullcascade,12587.07
33,fullcascade,14239.049999999996
18,fullcascade,12675.580000000004
