node,demand,gen_capacity,gen_upgrade_ub,gen_upgrade_cost_fixed,gen_upgrade_cost_linear
1.0,55.0,143.0,0,0,0
2.0,3.0,88.0,0,0,0
3.0,41.0,46.0,0,0,0
4.0,0.0,0,0,0,0
5.0,13.0,0,0,0,0
6.0,75.0,73.0,0,0,0
7.0,0.0,0,0,0,0
8.0,150.0,460.0,0,0,0
9.0,121.0,98.0,0,0,0
10.0,5.0,0,0,0,0
11.0,0.0,0,0,0,0
12.0,377.0,362.0,0,0,0
13.0,18.0,0,0,0,0
14.0,10.5,0,0,0,0
15.0,22.0,0,0,0,0
16.0,43.0,0,0,0,0
17.0,42.0,0,0,0,0
18.0,27.199999999999999,0,0,0,0
19.0,3.2999999999999998,0,0,0,0
20.0,2.2999999999999998,0,0,0,0
21.0,0.0,0,0,0,0
22.0,0.0,0,0,0,0
23.0,6.2999999999999998,0,0,0,0
24.0,0.0,0,0,0,0
25.0,6.2999999999999998,0,0,0,0
26.0,0.0,0,0,0,0
27.0,9.3000000000000007,0,0,0,0
28.0,4.5999999999999996,0,0,0,0
29.0,17.0,0,0,0,0
30.0,3.6000000000000001,0,0,0,0
31.0,5.7999999999999998,0,0,0,0
32.0,1.6000000000000001,0,0,0,0
33.0,3.7999999999999998,0,0,0,0
34.0,0.0,0,0,0,0
35.0,6.0,0,0,0,0
36.0,0.0,0,0,0,0
37.0,0.0,0,0,0,0
38.0,14.0,0,0,0,0
39.0,0.0,0,0,0,0
40.0,0.0,0,0,0,0
41.0,6.2999999999999998,0,0,0,0
42.0,7.0999999999999996,0,0,0,0
43.0,2.0,0,0,0,0
44.0,12.0,0,0,0,0
45.0,0.0,0,0,0,0
46.0,0.0,0,0,0,0
47.0,29.699999999999999,0,0,0,0
48.0,0.0,0,0,0,0
49.0,18.0,0,0,0,0
50.0,21.0,0,0,0,0
51.0,18.0,0,0,0,0
52.0,4.9000000000000004,0,0,0,0
53.0,20.0,0,0,0,0
54.0,4.0999999999999996,0,0,0,0
55.0,6.7999999999999998,0,0,0,0
56.0,7.5999999999999996,0,0,0,0
57.0,6.7000000000000002,0,0,0,0
