scenario,supply
24,1250.7999999999997
36,1250.7999999999997
7,1250.7999999999997
13,1250.7999999999997
41,1250.7999999999997
20,1207.7999999999997
17,1244.9999999999998
2,1250.7999999999997
19,1250.7999999999997
46,1250.7999999999997
25,1250.7999999999997
31,1207.7999999999997
6,1250.7999999999997
23,1207.7999999999997
38,1250.7999999999997
42,1250.7999999999997
21,1250.7999999999997
35,1207.7999999999997
33,1208.7999999999997
16,959.9999999999999
1,1250.7999999999997
47,1250.7999999999997
30,1250.7999999999997
5,1250.7999999999997
11,1250.7999999999997
29,1250.7999999999997
39,1250.7999999999997
18,1250.7999999999997
26,1250.7999999999997
34,1250.7999999999997
9,1250.7999999999997
43,959.9999999999998
15,1185.7999999999997
0,1250.7999999999997
48,1185.0000000000007
12,1185.0000000000007
4,1250.7999999999997
10,1250.7999999999997
44,1250.7999999999997
27,1250.7999999999997
37,1250.7999999999997
8,1250.7999999999997
28,1250.7999999999997
14,1250.7999999999997
40,1250.7999999999997
49,1208.7999999999997
22,1250.7999999999997
32,1250.7999999999997
3,1250.7999999999997
45,960.0000000000003
