scenario,supply
24,3332.0
36,2542.0
7,2457.0
13,2337.0000000000005
41,3246.0
20,3532.0
17,3115.0
2,3456.0
19,3777.0000000000005
46,2531.0000000000005
25,2775.0
31,3400.0
6,3459.0
23,2620.9999999999995
38,3561.0000000000005
42,2914.9999999999995
21,2346.9999999999995
35,2070.0000000000005
33,3125.0
16,3777.0000000000005
1,3604.0000000000005
47,2847.9999999999995
30,2820.0000000000005
5,2376.9999999999995
11,2965.9999999999995
29,3677.0
39,2856.000000000001
18,3685.0000000000005
26,2737.0
34,3018.0
9,3777.0000000000005
43,2484.0
15,3113.0
0,2633.0000000000005
48,3777.0000000000005
12,2605.9999999999995
4,3064.0
10,2685.0000000000014
44,3140.0000000000005
27,3777.0000000000005
37,3683.0000000000005
8,2249.0000000000005
28,2928.0
14,3073.0
40,2284.9999999999995
49,3121.9999999999995
22,2597.0
32,3116.0000000000005
3,2804.0
45,3683.0000000000005
