scenario,type,value
28,1depth,3761.709776536319
43,1depth,3782.60977653632
23,1depth,4053.709776536315
24,1depth,3692.704189944135
25,1depth,3956.816759776538
26,1depth,4006.712569832403
27,1depth,3646.5083798882765
20,1depth,3718.812569832405
21,1depth,3953.706983240229
48,1depth,3599.206983240225
49,1depth,3663.4041899441345
46,1depth,3719.6055865921794
47,1depth,3899.3013966480453
44,1depth,3693.4097765363163
45,1depth,3794.0013966480456
42,1depth,3685.6055865921785
29,1depth,3667.606983240225
40,1depth,3973.0195530726273
41,1depth,3724.2055865921793
1,1depth,3810.904189944137
0,1depth,3669.0111731843617
3,1depth,3838.709776536321
2,1depth,3909.706983240224
5,1depth,4024.6125698324067
4,1depth,3860.909776536313
7,1depth,3744.105586592179
6,1depth,4010.806983240225
9,1depth,3560.6041899441348
8,1depth,3412.106983240236
39,1depth,3653.004189944134
12,1depth,3951.8111731843655
14,1depth,3643.70698324023
11,1depth,3723.4125698324037
10,1depth,3774.6055865921853
13,1depth,3872.6069832402295
38,1depth,3764.1083798882814
15,1depth,3475.0125698324155
22,1depth,3582.50837988827
17,1depth,3606.604189944135
16,1depth,3749.3069832402266
19,1depth,3693.2069832402262
32,1depth,3677.906983240226
31,1depth,3861.806983240226
30,1depth,3284.505586592187
37,1depth,3680.6027932960897
36,1depth,4032.908379888271
35,1depth,3901.409776536314
34,1depth,3436.7097765363137
33,1depth,3654.3083798882767
18,1depth,3757.4097765363013
28,fullcascade,1804.9999999999998
43,fullcascade,1340.0
23,fullcascade,1716.9999999999998
24,fullcascade,1649.0000000000002
25,fullcascade,1781.9999999999995
26,fullcascade,1727.0
27,fullcascade,1817.0000000000005
20,fullcascade,1928.0000000000005
21,fullcascade,2012.0
48,fullcascade,1760.0
49,fullcascade,1657.0
46,fullcascade,1592.0000000000002
47,fullcascade,1560.0
44,fullcascade,1700.9999999999995
45,fullcascade,2020.0000000000002
42,fullcascade,1822.0000000000002
29,fullcascade,1974.0000000000002
40,fullcascade,1659.0
41,fullcascade,1667.0
1,fullcascade,1704.9999999999998
0,fullcascade,1740.0
3,fullcascade,1967.0
2,fullcascade,2095.0
5,fullcascade,1565.9999999999995
4,fullcascade,1655.0000000000002
7,fullcascade,1289.0
6,fullcascade,1860.9999999999998
9,fullcascade,1554.0
8,fullcascade,1557.0
39,fullcascade,1839.9999999999995
12,fullcascade,1855.0
14,fullcascade,2049.0000000000005
11,fullcascade,1720.0
10,fullcascade,1651.0
13,fullcascade,1771.0
38,fullcascade,1549.0000000000005
15,fullcascade,1640.0
22,fullcascade,1670.0
17,fullcascade,1774.0000000000005
16,fullcascade,1547.0
19,fullcascade,1612.0
32,fullcascade,1485.9999999999995
31,fullcascade,2116.0
30,fullcascade,2273.0000000000005
37,fullcascade,1757.0000000000005
36,fullcascade,1750.0
35,fullcascade,1573.9999999999998
34,fullcascade,1842.0
33,fullcascade,2192.0
18,fullcascade,1967.0
