scenario,type,value
28,1depth,3511.5899999999997
43,1depth,3511.5899999999997
23,1depth,3511.5899999999997
24,1depth,3511.5899999999997
25,1depth,3511.5899999999997
26,1depth,3511.5899999999997
27,1depth,3511.5899999999997
20,1depth,3511.5899999999997
21,1depth,3511.5899999999997
48,1depth,3511.590000000005
49,1depth,3511.5899999999997
46,1depth,3511.5899999999997
47,1depth,3511.5899999999997
44,1depth,3511.5899999999997
45,1depth,3511.5899999999997
42,1depth,3511.5899999999997
29,1depth,3511.5899999999997
40,1depth,3511.5899999999997
41,1depth,3511.5899999999997
1,1depth,3511.5899999999997
0,1depth,3511.5899999999997
3,1depth,3511.5899999999997
2,1depth,3511.5899999999997
5,1depth,3511.5899999999997
4,1depth,3511.5899999999997
7,1depth,3511.5899999999997
6,1depth,3511.5899999999997
9,1depth,3511.5899999999997
8,1depth,3511.5899999999997
39,1depth,3511.5899999999997
12,1depth,3511.5899999999997
14,1depth,3511.5899999999997
11,1depth,3511.5899999999997
10,1depth,3511.5899999999997
13,1depth,3511.5899999999997
38,1depth,3511.5899999999997
15,1depth,3512.7799999999997
22,1depth,3511.5899999999997
17,1depth,3511.5899999999997
16,1depth,3511.5899999999997
19,1depth,3511.5899999999997
32,1depth,3511.590000000005
31,1depth,3511.5899999999997
30,1depth,3511.5899999999997
37,1depth,3511.5899999999997
36,1depth,3511.5899999999997
35,1depth,3511.5899999999997
34,1depth,3511.5899999999997
33,1depth,3511.5899999999997
18,1depth,3511.5899999999997
28,fullcascade,16275.340000000002
43,fullcascade,13322.699999999997
23,fullcascade,13871.290000000005
24,fullcascade,17981.820000000003
25,fullcascade,13065.350000000002
26,fullcascade,16368.49
27,fullcascade,13332.52
20,fullcascade,16148.079999999996
21,fullcascade,14920.119999999997
48,fullcascade,12986.15
49,fullcascade,15022.970000000001
46,fullcascade,14438.12
47,fullcascade,15392.01
44,fullcascade,14321.399999999998
45,fullcascade,12068.929999999998
42,fullcascade,17246.3
29,fullcascade,16631.77
40,fullcascade,18286.54
41,fullcascade,14541.990000000003
1,fullcascade,14976.220000000001
0,fullcascade,16822.989999999998
3,fullcascade,14135.340000000004
2,fullcascade,14960.029999999997
5,fullcascade,17142.969999999998
4,fullcascade,14168.649999999998
7,fullcascade,16763.48
6,fullcascade,18206.16
9,fullcascade,15952.089999999991
8,fullcascade,17407.92
39,fullcascade,16288.189999999999
12,fullcascade,14840.39
14,fullcascade,14327.929999999998
11,fullcascade,13916.47
10,fullcascade,13515.07
13,fullcascade,16735.789999999997
38,fullcascade,15068.47
15,fullcascade,15108.74
22,fullcascade,14646.660000000005
17,fullcascade,14300.67
16,fullcascade,16232.650000000001
19,fullcascade,15851.72
32,fullcascade,14162.750000000002
31,fullcascade,14916.310000000001
30,fullcascade,19652.350000000002
37,fullcascade,15898.130000000001
36,fullcascade,14968.620000000003
35,fullcascade,15376.94
34,fullcascade,12412.330000000002
33,fullcascade,15676.510000000004
18,fullcascade,13538.460000000001
