line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,0.5,19.0871794871795,38.174358974359,True,364.2009415669287,126.39773167191413,967.6919999999999
1.0,0.5,19.0871794871795,38.174358974359,True,411.69389005495174,170.72401951400445,967.6919999999999
1.0,0.5,19.0871794871795,38.174358974359,True,460.3862347249952,215.98896214589195,967.6919999999999
1.0,0.5,19.0871794871795,38.174358974359,True,473.1504615532526,227.84777688430717,967.6919999999999
1.0,0.5,19.0871794871795,38.174358974359,True,647.8163941644582,385.419020892136,997.6619999999998
1.0,0.5,19.0871794871795,38.174358974359,True,942.191270182377,646.1037555441715,1085.9799999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1032.9508426514858,725.8349803122002,1105.7759999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1278.920696979118,932.9993088007863,1208.944
1.0,0.5,19.0871794871795,38.174358974359,True,1418.5816666093037,1045.0053546605745,1210.1019999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1536.4532582931818,1138.9098158537213,1214.5159999999998
1.0,0.5,19.0871794871795,38.174358974359,True,1551.8326999236835,1150.0786103994485,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,1558.9803548667962,1154.2835216685273,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,2946.5116134267864,1377.182805125343,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,3155.6175745506707,1549.341737708958,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,3601.617989839087,NA,1216.9000000000065
