scenario,type,value
28,1depth,3808.4413407821276
43,1depth,3782.750837988828
23,1depth,3848.0111731843663
24,1depth,3388.7508379888377
25,1depth,3794.041340782124
26,1depth,3752.9810055866005
27,1depth,3631.5810055865945
20,1depth,3606.1508379888337
21,1depth,3766.641340782133
48,1depth,3713.8905027932965
49,1depth,3899.8111731843633
46,1depth,3612.981005586594
47,1depth,3634.750837988828
44,1depth,3846.660335195538
45,1depth,3760.981005586595
42,1depth,3791.1508379888282
29,1depth,3668.611173184368
40,1depth,3947.8525139664853
41,1depth,3569.8111731843665
1,1depth,3596.381005586599
0,1depth,3999.811173184367
3,1depth,3659.920670391068
2,1depth,3690.920670391074
5,1depth,3775.27150837989
4,1depth,3875.811173184359
7,1depth,3743.490502793297
6,1depth,3906.860335195531
9,1depth,3401.9810055865933
8,1depth,3908.6603351955314
39,1depth,3862.520670391062
12,1depth,3796.8715083798975
14,1depth,3866.1206703910616
11,1depth,3881.611173184358
10,1depth,3940.7810055865925
13,1depth,3807.981005586599
38,1depth,3692.3206703910623
15,1depth,3900.411173184359
22,1depth,3682.9206703910627
17,1depth,3551.4905027932973
16,1depth,3247.5206703910626
19,1depth,3706.2413407821327
32,1depth,3723.9508379888375
31,1depth,3434.120670391065
30,1depth,3256.4111731843645
37,1depth,3692.5810055865945
36,1depth,3978.301675977659
35,1depth,3774.501675977669
34,1depth,3379.581005586599
33,1depth,3363.3810055865924
18,1depth,3843.9508379888316
28,fullcascade,2225.0
43,fullcascade,1774.9999999999998
23,fullcascade,1849.9999999999998
24,fullcascade,3242.0
25,fullcascade,2320.0
26,fullcascade,2349.0
27,fullcascade,2248.9999999999995
20,fullcascade,2758.0000000000005
21,fullcascade,1987.0000000000002
48,fullcascade,2530.0
49,fullcascade,1600.0000000000007
46,fullcascade,1717.0
47,fullcascade,1796.0000000000005
44,fullcascade,2381.0
45,fullcascade,2207.9999999999995
42,fullcascade,2133.0
29,fullcascade,2442.0
40,fullcascade,1811.9999999999998
41,fullcascade,2819.9999999999995
1,fullcascade,2041.0000000000002
0,fullcascade,2060.0
3,fullcascade,2049.0
2,fullcascade,1964.0000000000002
5,fullcascade,2175.0
4,fullcascade,2907.9999999999995
7,fullcascade,2220.0
6,fullcascade,2400.9999999999995
9,fullcascade,2394.9999999999995
8,fullcascade,1811.0000000000002
39,fullcascade,2250.9999999999995
12,fullcascade,1842.0
14,fullcascade,2004.9999999999998
11,fullcascade,2203.0000000000005
10,fullcascade,1671.0000000000007
13,fullcascade,2622.999999999999
38,fullcascade,3333.0
15,fullcascade,2488.0000000000005
22,fullcascade,1833.0
17,fullcascade,2645.0
16,fullcascade,2478.000000000001
19,fullcascade,2448.0
32,fullcascade,1875.9999999999995
31,fullcascade,2330.0
30,fullcascade,2390.0000000000005
37,fullcascade,2182.0000000000005
36,fullcascade,1749.0
35,fullcascade,1998.9999999999998
34,fullcascade,2609.0000000000005
33,fullcascade,2264.0000000000005
18,fullcascade,2218.0000000000005
