scenario,type,value
28,1depth,4139.4603352025315
43,1depth,4050.4603351985315
23,1depth,3984.7016759796725
24,1depth,3873.301675982656
25,1depth,4102.2525139664895
26,1depth,4061.0413407841247
27,1depth,3886.460335195536
20,1depth,4158.350837991841
21,1depth,4109.320670391071
48,1depth,4030.6715083838913
49,1depth,4122.611173186361
46,1depth,4098.000000002
47,1depth,4070.400000002
44,1depth,3948.192178773978
45,1depth,4091.8301675987664
42,1depth,4152.950837988833
29,1depth,4178.3508379898285
40,1depth,4113.260335196532
41,1depth,4099.230167603766
1,1depth,4105.350837990828
0,1depth,4177.441340783127
3,1depth,4125.320670391068
2,1depth,4178.411173188359
5,1depth,4074.962011173187
4,1depth,4200.690502794296
7,1depth,3939.581005592595
6,1depth,4143.660335196531
9,1depth,4156.630167598765
8,1depth,4103.4111731913645
39,1depth,4106.252513967485
12,1depth,4154.381005586597
14,1depth,3976.452513969495
11,1depth,4143.441340783136
10,1depth,4179.781005586599
13,1depth,3956.222346370727
38,1depth,4031.150837992835
15,1depth,4023.2301676087677
22,1depth,3868.9810055885937
17,1depth,3933.211173191366
16,1depth,4135.5016759796545
19,1depth,4215.0
32,1depth,4189.830167598766
31,1depth,3984.7620111741917
30,1depth,4058.0
37,1depth,4188.490502793302
36,1depth,4148.000000002
35,1depth,4111.581005588594
34,1depth,4125.200000006
33,1depth,4059.901675978658
18,1depth,4134.0000000029995
28,fullcascade,4133.0
43,fullcascade,3131.000000000001
23,fullcascade,2817.9999999999995
24,fullcascade,4133.0
25,fullcascade,3103.000000000001
26,fullcascade,4242.0
27,fullcascade,4133.0
20,fullcascade,4133.0
21,fullcascade,2036.9999999999998
48,fullcascade,4133.0
49,fullcascade,4133.0
46,fullcascade,1858.000000000001
47,fullcascade,4133.0
44,fullcascade,3855.0
45,fullcascade,4133.0
42,fullcascade,4242.0
29,fullcascade,4133.0
40,fullcascade,1516.0
41,fullcascade,4133.0
1,fullcascade,4133.0
0,fullcascade,2713.0000000000005
3,fullcascade,4172.0
2,fullcascade,4099.0
5,fullcascade,1574.9999999999998
4,fullcascade,4242.0
7,fullcascade,4242.0
6,fullcascade,4133.0
9,fullcascade,4133.0
8,fullcascade,3208.0000000000005
39,fullcascade,4242.0
12,fullcascade,1511.0
14,fullcascade,4133.0
11,fullcascade,4242.0
10,fullcascade,3377.0
13,fullcascade,4242.0
38,fullcascade,4133.0
15,fullcascade,4133.0
22,fullcascade,3757.999999999999
17,fullcascade,4017.999999999998
16,fullcascade,4133.0
19,fullcascade,4133.0
32,fullcascade,4133.0
31,fullcascade,4133.0
30,fullcascade,4012.0
37,fullcascade,4133.0
36,fullcascade,4203.0
35,fullcascade,2863.0
34,fullcascade,4133.0
33,fullcascade,4133.0
18,fullcascade,4133.0
