scenario,type,value
28,1depth,3459.613966480466
43,1depth,3823.2069832402262
23,1depth,3595.1223463687415
24,1depth,3450.816759776544
25,1depth,3667.7181564245993
26,1depth,3749.919553072634
27,1depth,3552.211173184368
20,1depth,3258.4209497206843
21,1depth,3657.1195530726345
48,1depth,3779.605586592197
49,1depth,3384.3195530726343
46,1depth,3868.41675977654
47,1depth,3527.113966480466
44,1depth,3609.809776536317
45,1depth,3389.808379888275
42,1depth,3869.2167597765433
29,1depth,3250.413966480455
40,1depth,3803.2293296089547
41,1depth,3485.3153631284945
1,1depth,3320.711173184359
0,1depth,3312.2167597765538
3,1depth,3806.916759776539
2,1depth,3781.609776536321
5,1depth,3890.909776536322
4,1depth,3808.4195530726397
7,1depth,4008.8111731843583
6,1depth,4084.8999999999996
9,1depth,3644.4223463687304
8,1depth,3662.811173184366
39,1depth,3509.4209497206816
12,1depth,3888.423743016782
14,1depth,3525.41675977655
11,1depth,3674.0153631285007
10,1depth,3665.820949720686
13,1depth,3356.2167597765565
38,1depth,3602.0139664804515
15,1depth,3579.4223463687263
22,1depth,3578.4139664804657
17,1depth,3520.4097765363263
16,1depth,3546.912569832412
19,1depth,3533.7195530726544
32,1depth,3870.108379888277
31,1depth,3735.8181564245906
30,1depth,3408.2139664804504
37,1depth,3288.211173184367
36,1depth,4208.0
35,1depth,3621.5139664804556
34,1depth,3568.1223463687443
33,1depth,4143.408379888273
18,1depth,3425.312569832419
28,fullcascade,4242.0
43,fullcascade,3058.0
23,fullcascade,2099.0
24,fullcascade,4242.0
25,fullcascade,3030.0000000000005
26,fullcascade,3288.0000000000005
27,fullcascade,4242.0
20,fullcascade,4242.0
21,fullcascade,1768.9999999999998
48,fullcascade,4242.0
49,fullcascade,2853.0
46,fullcascade,1842.0000000000002
47,fullcascade,2391.9999999999995
44,fullcascade,4167.0
45,fullcascade,3274.999999999999
42,fullcascade,2415.9999999999995
29,fullcascade,4242.0
40,fullcascade,1763.0
41,fullcascade,4242.0
1,fullcascade,4242.0
0,fullcascade,1875.0000000000005
3,fullcascade,2022.0
2,fullcascade,4242.0
5,fullcascade,1745.9999999999993
4,fullcascade,2791.9999999999995
7,fullcascade,1743.0
6,fullcascade,4222.0
9,fullcascade,4242.0
8,fullcascade,1817.9999999999998
39,fullcascade,2391.0
12,fullcascade,1429.0000000000002
14,fullcascade,4242.0
11,fullcascade,2461.0
10,fullcascade,3030.0
13,fullcascade,3103.000000000001
38,fullcascade,4242.0
15,fullcascade,4242.0
22,fullcascade,2940.9999999999995
17,fullcascade,3452.9999999999995
16,fullcascade,4242.0
19,fullcascade,4242.0
32,fullcascade,3983.0
31,fullcascade,4148.0
30,fullcascade,4155.0
37,fullcascade,4242.0
36,fullcascade,1858.9999999999995
35,fullcascade,1598.9999999999998
34,fullcascade,1959.0
33,fullcascade,4242.0
18,fullcascade,4242.0
