scenario,type,value
28,1depth,18261.721222493892
43,1depth,17823.16383863083
23,1depth,18678.452909535506
24,1depth,19524.672909535486
25,1depth,17747.59552567241
26,1depth,18404.18599022008
27,1depth,17974.600757946246
20,1depth,18999.17383863083
21,1depth,19084.141687041585
48,1depth,18838.15029339859
49,1depth,19763.215990220062
46,1depth,19355.180757946255
47,1depth,18746.700293398582
44,1depth,19742.97290953548
45,1depth,19463.50168704157
42,1depth,18649.27383863083
29,1depth,20099.378606356993
40,1depth,20099.660757946243
41,1depth,19926.820757946243
1,1depth,19277.7443031785
0,1depth,19090.85075794624
3,1depth,19449.34075794624
2,1depth,19355.510757946256
5,1depth,18712.842909535517
4,1depth,19288.618606357002
7,1depth,19872.19982885091
6,1depth,18718.123838630832
9,1depth,19777.462909535498
8,1depth,18325.190757946242
39,1depth,19401.785990220083
12,1depth,18726.55860635699
14,1depth,19551.93290953548
11,1depth,19427.33383863085
10,1depth,19632.27075794624
13,1depth,18464.960293398595
38,1depth,18566.463374083167
15,1depth,18825.505525672415
22,1depth,19756.50122249392
17,1depth,19165.50552567241
16,1depth,19792.50075794624
19,1depth,18249.858606356996
32,1depth,19158.068606356992
31,1depth,18951.35337408315
30,1depth,17838.182909535484
37,1depth,18760.356454767738
36,1depth,19860.175061124737
35,1depth,18546.46075794625
34,1depth,20547.272909535517
33,1depth,19119.85767726168
18,1depth,19704.46552567241
28,fullcascade,23731.850000000002
43,fullcascade,23731.850000000002
23,fullcascade,23731.850000000002
24,fullcascade,23731.850000000002
25,fullcascade,23436.800000000007
26,fullcascade,23415.000000000004
27,fullcascade,23578.850000000002
20,fullcascade,23731.850000000002
21,fullcascade,23766.65
48,fullcascade,23432.85
49,fullcascade,23731.4
46,fullcascade,23731.850000000002
47,fullcascade,23731.850000000002
44,fullcascade,23731.850000000002
45,fullcascade,23731.850000000002
42,fullcascade,23731.850000000002
29,fullcascade,23731.850000000002
40,fullcascade,21900.649999999998
41,fullcascade,23293.10000000001
1,fullcascade,23731.850000000002
0,fullcascade,23731.850000000002
3,fullcascade,23731.850000000002
2,fullcascade,23731.850000000002
5,fullcascade,23731.850000000002
4,fullcascade,23731.850000000002
7,fullcascade,23731.850000000002
6,fullcascade,23731.850000000002
9,fullcascade,23731.850000000002
8,fullcascade,23731.850000000002
39,fullcascade,23731.850000000002
12,fullcascade,23731.850000000002
14,fullcascade,22714.65
11,fullcascade,23731.850000000002
10,fullcascade,23578.850000000002
13,fullcascade,23731.850000000002
38,fullcascade,23731.850000000002
15,fullcascade,23731.850000000002
22,fullcascade,23731.850000000002
17,fullcascade,23731.850000000002
16,fullcascade,23731.850000000002
19,fullcascade,23731.850000000002
32,fullcascade,23170.85
31,fullcascade,23731.850000000002
30,fullcascade,23731.850000000002
37,fullcascade,23731.850000000002
36,fullcascade,23266.05
35,fullcascade,23731.850000000002
34,fullcascade,22601.800000000007
33,fullcascade,23731.850000000002
18,fullcascade,23436.800000000007
