scenario,type,value
28,1depth,1250.0012820512816
43,1depth,960.0
23,1depth,1207.7999999999997
24,1depth,1249.8999999999996
25,1depth,1250.7999999999997
26,1depth,1250.7999999999997
27,1depth,1212.2999999999997
20,1depth,1207.3012820512818
21,1depth,1250.7999999999997
48,1depth,1250.7999999999997
49,1depth,1243.7999999999997
46,1depth,1250.7999999999997
47,1depth,1250.7999999999997
44,1depth,1250.7999999999997
45,1depth,960.0
42,1depth,1250.2999999999997
29,1depth,1250.5999999999995
40,1depth,1249.705128205128
41,1depth,1250.7999999999997
1,1depth,1250.7999999999997
0,1depth,1250.7999999999997
3,1depth,1244.5012820512816
2,1depth,1250.7999999999997
5,1depth,1250.7999999999997
4,1depth,1250.7999999999997
7,1depth,1250.7999999999997
6,1depth,1249.5012820512816
9,1depth,1250.7999999999997
8,1depth,1250.7999999999997
39,1depth,1239.3012820512818
12,1depth,1250.7999999999997
14,1depth,1250.7999999999997
11,1depth,1250.7999999999997
10,1depth,1250.7999999999997
13,1depth,1248.6999999999998
38,1depth,1250.7999999999997
15,1depth,1223.1012820512804
22,1depth,1250.7999999999997
17,1depth,1250.7999999999997
16,1depth,1060.9025641025644
19,1depth,1250.7999999999997
32,1depth,1246.7025641025639
31,1depth,1207.7999999999997
30,1depth,1250.3012820512818
37,1depth,1250.7999999999997
36,1depth,1249.102564102564
35,1depth,1207.7999999999997
34,1depth,1250.7999999999995
33,1depth,1250.7999999999997
18,1depth,1250.8000000000025
28,fullcascade,878.2
43,fullcascade,831.3999999999999
23,fullcascade,843.4999999999999
24,fullcascade,912.0999999999999
25,fullcascade,1004.8
26,fullcascade,846.2999999999997
27,fullcascade,1020.6999999999998
20,fullcascade,1192.7999999999997
21,fullcascade,866.2
48,fullcascade,898.0
49,fullcascade,823.5999999999999
46,fullcascade,869.0999999999997
47,fullcascade,890.9999999999997
44,fullcascade,1006.0
45,fullcascade,959.9999999999999
42,fullcascade,982.9999999999999
29,fullcascade,959.9999999999998
40,fullcascade,959.5999999999999
41,fullcascade,867.0999999999999
1,fullcascade,861.1999999999999
0,fullcascade,1016.8999999999999
3,fullcascade,904.4
2,fullcascade,988.0
5,fullcascade,997.7
4,fullcascade,988.8
7,fullcascade,959.9999999999999
6,fullcascade,1020.6999999999998
9,fullcascade,871.4000000000001
8,fullcascade,852.8
39,fullcascade,997.7
12,fullcascade,920.9999999999999
14,fullcascade,812.4
11,fullcascade,983.0
10,fullcascade,870.0000000000001
13,fullcascade,1022.6999999999999
38,fullcascade,845.0000000000001
15,fullcascade,829.4
22,fullcascade,993.9
17,fullcascade,890.9999999999999
16,fullcascade,804.0
19,fullcascade,836.2
32,fullcascade,913.8000000000001
31,fullcascade,1190.4999999999998
30,fullcascade,903.5999999999996
37,fullcascade,834.3999999999999
36,fullcascade,819.2
35,fullcascade,989.7999999999998
34,fullcascade,1018.5999999999998
33,fullcascade,855.4
18,fullcascade,834.2
