line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,0.5,7.73414634146341,15.4682926829268,True,26.702025725695176,18.926156599572934,138.85399999999993
1.0,0.5,7.73414634146341,15.4682926829268,True,37.93921201582988,29.263469780229933,140.13399999999993
1.0,0.5,7.73414634146341,15.4682926829268,True,72.68079794540323,58.72919383700613,178.55399999999986
1.0,0.5,7.73414634146341,15.4682926829268,True,116.27375271964135,78.94282986060249,179.29799999999986
1.0,0.5,7.73414634146341,15.4682926829268,True,182.11154476197575,115.8339833355568,180.49799999999985
1.0,0.5,7.73414634146341,15.4682926829268,True,193.34626947268896,122.82038605324969,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,260.0799401757125,170.78339637089124,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,294.87655409600956,192.38236827606102,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,297.6315666414175,194.06948969871394,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,452.13245880040245,217.74828401973014,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,555.9576320482054,231.22331480369508,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,794.2581503907267,267.0184854545231,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,1063.0956887089053,288.7509870922099,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,1379.4410172404425,332.9315698556354,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,1634.8955586610532,369.6457552830509,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,2048.1075850153698,431.8515016800684,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,2445.1386062067413,494.00154168713425,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,2755.838593890311,565.0247190474283,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,3132.0453014240125,611.0966256678371,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,3372.591563558043,670.1983309387838,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,3494.1692971584885,719.778770171707,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,3505.8112718947305,726.2353243189164,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,3600.2139142099463,771.6391365528011,185.55199999999977
1.0,0.5,7.73414634146341,15.4682926829268,True,3601.2994949125746,NA,185.55200000000005
