scenario,supply
24,166.39999999999995
36,189.19999999999993
7,159.19999999999993
13,166.39999999999995
41,189.19999999999993
20,166.39999999999995
17,166.39999999999995
2,189.19999999999993
19,189.19999999999993
46,189.19999999999993
25,189.19999999999993
31,189.19999999999993
6,189.19999999999993
23,189.19999999999993
38,159.19999999999993
42,136.39999999999998
21,189.19999999999993
35,189.19999999999993
33,189.19999999999993
16,189.19999999999993
1,189.19999999999993
47,189.19999999999993
30,159.19999999999993
5,159.19999999999993
11,189.19999999999993
29,189.19999999999993
39,189.19999999999993
18,189.19999999999993
26,189.19999999999993
34,189.19999999999993
9,166.39999999999995
43,189.19999999999993
15,189.19999999999993
0,189.19999999999993
48,166.39999999999995
12,189.19999999999993
4,189.19999999999993
10,189.19999999999993
44,189.19999999999993
27,189.19999999999993
37,189.19999999999993
8,189.19999999999993
28,189.19999999999993
14,166.39999999999995
40,189.19999999999993
49,189.19999999999993
22,189.19999999999993
32,189.19999999999993
3,189.19999999999993
45,189.19999999999993
