label,x,y
1,0.7817308567366373,0.24529071786404888
2,0.7101061221186346,0.35991285922284477
3,0.8874275667261194,0.3398286011407146
4,0.9983109344047797,0.5170824085491013
5,0.9520152583892794,0.4712122275105861
6,1,0.3866415870411611
7,0.9365081599718871,0.36604428851565257
8,0.9118435877044496,0.624214548754766
9,0.8956861839657981,0.7395895265047162
10,0.7704739527223817,0.734941345119594
11,0.8981386211325151,0.5220847575067655
12,0.8231498564872383,0.4226126264770285
13,0.7768203225506861,0.6037971315362922
14,0.8074881350173844,0.6119770392904764
15,0.6867866424434849,0.75206369348479285
16,0.8036055847051767,0.5929657990988687
17,0.6773534210912406,0.7158224918600442
18,0.641439634405138,0.8786518189728193
19,0.5404212631489781,0.8752965014057914
20,0.6112650639627117,1
21,0.7181955705674716,0.9727247602733483
22,0.7619382192943488,0.8305843738186998
23,0.7258810624238111,0.6399559024717008
24,0.6923351807085971,0.44864015631362775
25,0.6875382822191588,0.7804166080263776
26,0.8058694124615216,0.8077686370241253
27,0.5454169939242709,0.7170065165817296
28,0.42573404318486285,0.7377207475131977
29,0.3908384982450885,0.59627842409354
30,0.7776316315506168,0.6736780577547844
31,0.5205293881066697,0.616652627373745
32,0.6228230264411575,0.7232413425107759
33,0.5647957121556808,0.8306731138846272
34,0.35407607691519144,0.82533161082924
35,0.3439388476850388,0.620922943661683
36,0.25616285425686347,0.7437695857945559
37,0.44200118468492294,0.7466224729700491
38,0.6168173470161394,0.653056295779842
39,0.32873510803522354,0.6406231137455529
40,0.3669285252877771,0.758005082281676
41,0.4111832284057444,0.8204436254176837
42,0.45467361540785395,0.6563153058962483
43,0.3837054299618489,0.9475445702036567
44,0.4585744161544095,0.8370757580326058
45,0.5101116749356026,0.6486423997154491
46,0.5405640268206603,0.5063930307799022
47,0.5020247110842736,0.3816007843650819
48,0.42388537345155575,0.4740957827417439
49,0.5420073644609084,0.4549460141403894
50,0.4860894733822691,0.4877645427215166
51,0.6683603692619203,0.3171571361246906
52,0.7019582480437233,0.39254335102517784
53,0.5477493628663981,0.37806650366045486
54,0.6187445269733457,0.2852988303760886
55,0.6959511697954812,0.16491314790462347
56,0.6804418948019755,0.29439908769381856
57,0.48675371992540495,0.3576086469390162
58,0.7476921948738459,0.19753849761459036
59,0.6373685070120821,0.19859656362762546
60,0.5139741022388056,0.22951080767489043
61,0.5299896223865235,0.30808182672659656
62,0.6357280385416693,0.3393038970151654
63,0.5557890671482394,0.11309226684176231
64,0.47660063534096614,0.2500027208626917
65,0.5376182788338726,0.4448491860810334
66,0.6659241129419115,0.4822613458569348
67,0.7358170454473273,0.4708335259854048
68,0.37611303218783493,0.4152447952497635
69,0.45809745767907273,0.28519972770352153
70,0.5901199807432354,0.277100821223346
71,0.6577348688520834,0.43412696500942505
72,0.6842292657970974,0.5473953691354113
73,0.7577546338042375,0.5254886645503425
74,0.5882787519988845,0.10782925216624967
75,0.4831637032297714,0.14082571965919255
76,0.37554798823977864,0.01448306048091972
77,0.33192730608416965,0.1600420042863466
78,0.2078594018973279,0.09677635626126264
79,0.1208592151744427,0.17839487304715967
80,0.19870442361242557,0.2464987004987638
81,0.24125538695339888,0.33091331901355786
82,0.24557219157848273,0.28469127942785266
83,0.24854387996236424,0.45984018368701035
84,0.3666707473699078,0.5058861901591041
85,0.26675708647339164,0.6093680139202948
86,0.2368201362900549,0.7842620757419472
87,0.3241932528443811,0.8603378139039884
88,0.16753522949433736,0.7331215142754576
89,0.1425469845751288,0.6809948844120449
90,0.20277651384358042,0.6972361662027631
91,0.08511282090067415,0.7256582926609713
92,0.0973055048204194,0.6057817527034707
93,0.15871111242771452,0.6510869668682187
94,0.21356967387061296,0.521883921346582
95,0.38543238866192925,0.476279286541032
96,0.2535069861463617,0.3706567904448133
97,0.3210318388926704,0.2394389078448972
98,0.10165059017767009,0.3169151715846671
99,0.09703994709666973,0.35080703831589344
100,0.1425087811094685,0.49504170105207035
101,0.026443561793706275,0.5325070850838853
102,0,0.6163693922045864
103,0.3055815350438141,0.44171900853199264
104,0.17078928714028951,0.4437915452328999
105,0.2241983730020605,0.3755446899248194
106,0.09731728262302718,0.4024070485540035
107,0.14650731568908149,0.33018177040199814
108,0.3874779794134391,0.3465391429428657
109,0.34652381061679194,0.19052671123102977
110,0.30043427465909484,0.22621317037267888
111,0.40765805916301395,0.13371721876204665
112,0.26601011047648343,0.07777244743907702
113,0.6777156737147082,0.8479288359897447
114,0.5894819291985431,0.6194578519027608
115,0.46953400112828947,0.5482625975680357
116,0.33844161251480065,0.28659066203577704
117,0.9068847370060851,0.3000556286723974
118,0.4670808124785263,0
