scenario,type,value
24,1depth,22548.39738386308
20,1depth,21331.937383863078
21,1depth,21653.099535452333
22,1depth,21838.81953545233
23,1depth,22464.042151589252
1,1depth,22437.144767726164
0,1depth,21998.61738386308
3,1depth,21966.94476772617
2,1depth,22227.189999999995
5,1depth,21876.30738386308
4,1depth,22035.914767726164
7,1depth,22367.229999999996
6,1depth,21983.70476772616
9,1depth,21580.246919315407
8,1depth,22125.69
11,1depth,22115.989999999998
10,1depth,21350.489999999994
13,1depth,21907.554767726186
12,1depth,22102.20738386309
15,1depth,21364.050000000003
14,1depth,22171.689999999995
17,1depth,22231.589999999997
16,1depth,21718.134767726162
19,1depth,21916.00738386308
18,1depth,21877.636919315424
24,fullcascade,15752.709999999997
20,fullcascade,16106.099999999993
21,fullcascade,21457.170000000002
22,fullcascade,15926.320000000005
23,fullcascade,15827.369999999995
1,fullcascade,14971.429999999998
0,fullcascade,16567.65
3,fullcascade,15218.589999999995
2,fullcascade,14020.369999999999
5,fullcascade,15672.969999999998
4,fullcascade,15445.269999999995
7,fullcascade,15917.879999999994
6,fullcascade,15132.93
9,fullcascade,22455.449999999997
8,fullcascade,15627.049999999997
11,fullcascade,16913.6
10,fullcascade,14735.470000000003
13,fullcascade,16052.289999999997
12,fullcascade,15372.309999999996
15,fullcascade,13175.319999999992
14,fullcascade,14916.59
17,fullcascade,14234.680000000002
16,fullcascade,15974.93
19,fullcascade,15706.630000000001
18,fullcascade,13695.439999999997
