scenario,type,value
24,1depth,22472.455256747737
20,1depth,22861.135452329738
21,1depth,22891.349608806962
22,1depth,22410.261100253523
23,1depth,23051.85960881297
1,1depth,22530.785061129714
0,1depth,22730.877334969337
3,1depth,22309.52545233175
2,1depth,22634.94525673373
5,1depth,22708.382188276555
4,1depth,22776.98317849712
7,1depth,22992.395452323744
6,1depth,22638.713178493126
9,1depth,21940.736943777305
8,1depth,22668.393325189478
11,1depth,22115.34921761194
10,1depth,23264.649608813965
13,1depth,22567.981882654592
12,1depth,21509.625452337747
15,1depth,21968.087334971333
14,1depth,23082.849804410987
17,1depth,22879.447726165377
16,1depth,22161.919413214942
19,1depth,22750.339217612935
18,1depth,21824.00317851113
24,fullcascade,14087.08
20,fullcascade,16518.879999999997
21,fullcascade,20575.4
22,fullcascade,19750.399999999998
23,fullcascade,15051.839999999995
1,fullcascade,20636.399999999983
0,fullcascade,20636.399999999994
3,fullcascade,20585.59999999999
2,fullcascade,20387.600000000002
5,fullcascade,21105.899999999998
4,fullcascade,12523.189999999999
7,fullcascade,20562.39999999999
6,fullcascade,20626.40000000001
9,fullcascade,14744.179999999998
8,fullcascade,20636.399999999998
11,fullcascade,19173.59
10,fullcascade,19314.300000000003
13,fullcascade,20626.40000000001
12,fullcascade,20641.599999999995
15,fullcascade,13793.110000000002
14,fullcascade,15899.94
17,fullcascade,20093.69999999999
16,fullcascade,21584.699999999983
19,fullcascade,20641.599999999995
18,fullcascade,17839.500000000004
