scenario,type,value
28,1depth,4230.0
43,1depth,4238.090502793297
23,1depth,4101.830167600766
24,1depth,4242.0
25,1depth,4234.520670392063
26,1depth,4157.600000001
27,1depth,4242.000000000007
20,1depth,4223.460335196531
21,1depth,4143.83016759777
48,1depth,4238.0000000029995
49,1depth,4240.430167597766
46,1depth,4220.230167597766
47,1depth,4242.0
44,1depth,4233.9206703920645
45,1depth,4219.230167599766
42,1depth,4236.8301675977655
29,1depth,4241.230167597765
40,1depth,4190.690502793299
41,1depth,4222.000000001
1,1depth,4238.8
0,1depth,4234.381005586592
3,1depth,4189.5206703930635
2,1depth,4206.0
5,1depth,4114.860335197533
4,1depth,4200.52067039107
7,1depth,4237.860335195532
6,1depth,4237.000000001
9,1depth,4167.000000001
8,1depth,4215.860335195537
39,1depth,4242.000000000007
12,1depth,4154.090502793303
14,1depth,4238.230167597765
11,1depth,4242.0
10,1depth,4185.781005586607
13,1depth,4207.630167601766
38,1depth,4117.030167601765
15,1depth,4217.690502795296
22,1depth,4209.230167599766
17,1depth,4204.600000001999
16,1depth,4227.400000003
19,1depth,4242.0
32,1depth,4242.0
31,1depth,4145.430167597766
30,1depth,4137.000000000007
37,1depth,4190.4603351985315
36,1depth,4242.000000000007
35,1depth,4204.630167597766
34,1depth,4226.0
33,1depth,4166.660335196531
18,1depth,4229.230167598766
28,fullcascade,2215.0
43,fullcascade,1865.0
23,fullcascade,1578.9999999999995
24,fullcascade,2387.0
25,fullcascade,2070.0
26,fullcascade,2623.9999999999995
27,fullcascade,1825.9999999999998
20,fullcascade,2173.0
21,fullcascade,1949.9999999999998
48,fullcascade,3211.0
49,fullcascade,1845.0
46,fullcascade,1989.0
47,fullcascade,2655.0
44,fullcascade,3312.0000000000005
45,fullcascade,3170.9999999999995
42,fullcascade,1751.0000000000002
29,fullcascade,3066.0
40,fullcascade,1549.0
41,fullcascade,3126.0
1,fullcascade,3435.0
0,fullcascade,1979.0
3,fullcascade,3164.0
2,fullcascade,2356.0
5,fullcascade,1747.9999999999995
4,fullcascade,2154.0
7,fullcascade,2403.9999999999995
6,fullcascade,3048.000000000001
9,fullcascade,2871.0
8,fullcascade,2028.0
39,fullcascade,2137.0
12,fullcascade,2290.0
14,fullcascade,2354.0
11,fullcascade,2937.0
10,fullcascade,1719.0
13,fullcascade,3042.0
38,fullcascade,3531.9999999999995
15,fullcascade,2750.0000000000005
22,fullcascade,1804.9999999999998
17,fullcascade,2383.0
16,fullcascade,2536.0
19,fullcascade,2361.0
32,fullcascade,1982.0000000000002
31,fullcascade,2452.0
30,fullcascade,3178.0
37,fullcascade,3412.0
36,fullcascade,2255.0000000000005
35,fullcascade,1651.9999999999998
34,fullcascade,2145.0
33,fullcascade,3049.0
18,fullcascade,1944.9999999999998
