scenario,supply
24,4242.0
36,4037.0
7,3796.0
13,3929.999999999999
41,4242.0
20,4222.0
17,4242.0
2,4242.0
19,4242.0
46,3484.0
25,3728.9999999999995
31,4131.0
6,4172.0
23,3914.0
38,4242.0
42,3925.9999999999995
21,3122.9999999999995
35,3424.0000000000005
33,4242.0
16,4236.0
1,4242.0
47,4242.0
30,4136.0
5,3084.0
11,3926.0
29,4196.0
39,4024.9999999999995
18,4242.0
26,4163.0
34,3886.0
9,4242.0
43,3288.0
15,4190.0
0,3925.0
48,4242.0
12,2968.9999999999995
4,3926.0000000000005
10,3167.0
44,3910.0
27,4242.0
37,4242.0
8,4066.0
28,4089.0
14,4242.0
40,3550.0000000000005
49,4137.0
22,4227.999999999999
32,4200.0
3,4046.0
45,4242.0
