scenario,type,value
24,1depth,23847.65
20,1depth,23847.65
21,1depth,23804.419070905664
22,1depth,23801.35953545234
23,1depth,23821.250000001
1,1depth,23765.659535452323
0,1depth,23843.050000001
3,1depth,23847.650000001
2,1depth,23821.250000001
5,1depth,23832.120000003
4,1depth,23758.624767727168
7,1depth,23811.40738386308
6,1depth,23847.65
9,1depth,23846.05
8,1depth,23641.41907090466
11,1depth,23822.44645476874
10,1depth,23803.32738386308
13,1depth,23847.650000001006
12,1depth,23847.65
15,1depth,23705.406919316414
14,1depth,23795.664303179496
17,1depth,23836.65
16,1depth,23847.65
19,1depth,23696.07738386408
18,1depth,23847.650000001
24,fullcascade,23843.85
20,fullcascade,23843.85
21,fullcascade,23728.05
22,fullcascade,23728.05
23,fullcascade,23843.85
1,fullcascade,23843.85
0,fullcascade,23843.85
3,fullcascade,23843.85
2,fullcascade,23843.85
5,fullcascade,23843.85
4,fullcascade,23843.85
7,fullcascade,23843.85
6,fullcascade,23843.85
9,fullcascade,23843.85
8,fullcascade,23843.85
11,fullcascade,23843.85
10,fullcascade,23843.85
13,fullcascade,23847.65
12,fullcascade,23843.85
15,fullcascade,23843.85
14,fullcascade,22826.649999999998
17,fullcascade,23843.85
16,fullcascade,23843.85
19,fullcascade,23843.85
18,fullcascade,23436.800000000003
