line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,5.0,40.2301675977654,80.4603351955307,True,5386.526605188828,1142.2049837440238,2655.44
1.0,5.0,40.2301675977654,80.4603351955307,True,6156.577999675734,1851.57724874347,2655.44
1.0,5.0,40.2301675977654,80.4603351955307,True,7202.109378119995,2812.953668332564,2655.44
1.0,5.0,40.2301675977654,80.4603351955307,True,7489.568555564721,3078.7758239632767,2655.44
1.0,5.0,40.2301675977654,80.4603351955307,True,9818.023239646947,5166.074058988009,2685.8200000000006
1.0,5.0,40.2301675977654,80.4603351955307,True,14864.690893239618,9587.184406208853,3002.6000000000004
1.0,5.0,40.2301675977654,80.4603351955307,True,19882.16192716526,13811.663834931456,3667.52
1.0,5.0,40.2301675977654,80.4603351955307,True,21868.29478272742,15428.76132129948,3773.6800000000003
1.0,5.0,40.2301675977654,80.4603351955307,True,22791.079275976143,16147.04638798739,3827.8
1.0,5.0,40.2301675977654,80.4603351955307,True,24152.268123209782,17206.230511458856,3891.6400000000017
1.0,5.0,40.2301675977654,80.4603351955307,True,27266.576837437387,19597.048982970347,3969.5200000000013
1.0,5.0,40.2301675977654,80.4603351955307,True,27540.90804151745,19803.808232379415,3969.5200000000013
1.0,5.0,40.2301675977654,80.4603351955307,True,27942.118230587406,20112.064061917794,3969.5200000000013
1.0,5.0,40.2301675977654,80.4603351955307,True,43278.467754001416,NA,4106.4571681870475
