scenario,supply
24,963.0999999999999
36,1245.1999999999996
7,991.5
13,1155.8999999999996
41,955.5
20,1180.1999999999996
17,875.0
2,880.8
19,896.6
46,1018.3999999999999
25,941.6999999999999
31,924.6999999999999
6,1024.6999999999998
23,914.6
38,897.9
42,930.1
21,901.8000000000001
35,858.8
33,1034.9999999999998
16,823.9999999999999
1,947.1999999999999
47,1155.8999999999996
30,921.5999999999999
5,1019.2999999999998
11,935.8
29,981.0
39,926.3000000000001
18,951.4
26,875.8
34,1024.5999999999997
9,999.3999999999999
43,863.0
15,876.3
0,903.3
48,875.0
12,875.0
4,937.5
10,869.9999999999999
44,999.9999999999999
27,997.7999999999998
37,880.8
8,962.7
28,1028.6999999999996
14,946.6999999999999
40,929.5999999999999
49,1065.7999999999997
22,1079.2999999999997
32,949.8000000000001
3,955.9
45,863.0
