719.0,3708.36000000004,44914.4319999218
723.0,4106.4571681870475,43360.97500014305
727.0,3708.36000000004,45030.920000076294
731.0,4106.4571681870475,43277.09599995613
735.0,1718.1199999999997,35938.638000011444
739.0,2429.34,41794.34899997711
743.0,3311.4999999999995,11988.68499994278
747.0,3701.6799999999994,4122.244999885559
703.0,3512.0400000000004,43203.10100007057
707.0,3921.0200000000013,43218.3180000782
711.0,3682.720000000001,43224.231999874115
715.0,3982.0600000000013,43200.48000001907
702.0,960.2799999999997,482241.80100011826
718.0,1181.4260000000093,43213.16100001335
722.0,1216.9000000000065,43204.68600010872
726.0,1181.4260000000093,43273.87400007248
730.0,1216.9000000000065,43204.94400000572
734.0,924.8219999999998,84.45700001716614
738.0,1075.7399999999998,92.46299982070923
742.0,1110.3219999999997,21.401999950408936
746.0,1198.296,21.697999954223633
706.0,1220.5679999999993,12196.694999933243
710.0,1204.1,24775.25099992752
714.0,1224.5239999999994,12190.03100013733
720.0,14101.635760000088,44368.11699986458
724.0,14892.527484328612,43394.821999788284
728.0,14101.635760000088,49775.87399983406
732.0,14892.527484328612,43349.05400013924
704.0,20277.012799999997,43217.047000169754
708.0,23128.2836,43201.63300013542
712.0,22814.295200000004,43243.21099996567
716.0,23623.80799999999,29338.02499985695
736.0,18721.4604,43200.47600007057
740.0,15875.060799999996,43200.55400013924
744.0,23486.264000000006,31882.769999980927
748.0,23777.768000000007,13346.15700006485
