scenario,type,value
28,1depth,4208.801396648045
43,1depth,4215.0
23,1depth,4231.705586592183
24,1depth,4242.0
25,1depth,4242.0
26,1depth,4242.0
27,1depth,4234.806983240231
20,1depth,4242.0
21,1depth,4188.20139664805
48,1depth,4242.0
49,1depth,4234.301396648046
46,1depth,4232.402793296093
47,1depth,4237.000000001
44,1depth,4200.0
45,1depth,4242.0
42,1depth,4242.0
29,1depth,4203.004189944135
40,1depth,4221.415363128492
41,1depth,4242.0
1,1depth,4156.806983240223
0,1depth,4206.902793296091
3,1depth,4240.80279329609
2,1depth,4242.0
5,1depth,4115.418156424592
4,1depth,4242.0
7,1depth,4176.415363128497
6,1depth,4240.601396648045
9,1depth,4242.000000001
8,1depth,4242.0
39,1depth,4204.11955307364
12,1depth,4126.211173184362
14,1depth,4242.0
11,1depth,4174.41396648045
10,1depth,4188.21117318436
13,1depth,4242.0
38,1depth,4242.000000001
15,1depth,4242.000000000002
22,1depth,4211.60279329609
17,1depth,4234.0
16,1depth,4146.80558659218
19,1depth,4215.000000001
32,1depth,4171.2013966480445
31,1depth,4225.620949720676
30,1depth,4143.205586592181
37,1depth,4166.405586592179
36,1depth,4242.0
35,1depth,4207.012569833403
34,1depth,4121.906983240226
33,1depth,4242.0
18,1depth,4242.0
28,fullcascade,4242.0
43,fullcascade,2206.0000000000005
23,fullcascade,3208.999999999999
24,fullcascade,4242.0
25,fullcascade,3376.9999999999995
26,fullcascade,3847.0000000000005
27,fullcascade,4242.0
20,fullcascade,4242.0
21,fullcascade,1857.0
48,fullcascade,4242.0
49,fullcascade,1910.0
46,fullcascade,1511.0000000000002
47,fullcascade,2390.9999999999995
44,fullcascade,4180.0
45,fullcascade,4242.0
42,fullcascade,2484.999999999999
29,fullcascade,4242.0
40,fullcascade,1591.9999999999998
41,fullcascade,4242.0
1,fullcascade,4242.0
0,fullcascade,1878.0
3,fullcascade,3560.9999999999995
2,fullcascade,4242.0
5,fullcascade,1689.0000000000002
4,fullcascade,2560.0
7,fullcascade,2024.0000000000002
6,fullcascade,4113.0
9,fullcascade,4242.0
8,fullcascade,2804.0000000000005
39,fullcascade,2476.9999999999995
12,fullcascade,1856.9999999999998
14,fullcascade,4242.0
11,fullcascade,2211.0
10,fullcascade,2726.999999999998
13,fullcascade,3103.0000000000014
38,fullcascade,4242.0
15,fullcascade,4242.0
22,fullcascade,3088.9999999999977
17,fullcascade,3347.999999999999
16,fullcascade,4242.0
19,fullcascade,4242.0
32,fullcascade,3983.0
31,fullcascade,4148.0
30,fullcascade,4155.0
37,fullcascade,4242.0
36,fullcascade,2766.0000000000005
35,fullcascade,1624.0000000000002
34,fullcascade,2295.0
33,fullcascade,4242.0
18,fullcascade,4242.0
