line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,0.5,16.701282051282,33.4025641025641,True,588.5965834828326,173.96879873775023,938.67
1.0,0.5,16.701282051282,33.4025641025641,True,762.7396071881345,331.2316258237863,938.67
1.0,0.5,16.701282051282,33.4025641025641,True,872.8653708143668,430.75715654704004,938.67
1.0,0.5,16.701282051282,33.4025641025641,True,1235.5638925858743,750.9516268364077,958.2299999999999
1.0,0.5,16.701282051282,33.4025641025641,True,1767.2979400260608,1193.6622406188133,1149.562
1.0,0.5,16.701282051282,33.4025641025641,True,7540.441958433019,1518.2478698678776,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,7640.888966605388,1568.2452950782315,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,7741.860046870729,1650.0561359325072,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,19486.25313777599,3025.2268124576285,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,23400.968644284505,3428.3530641902535,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,24583.574122340055,4101.746630401921,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,25219.55668391442,4659.660635499723,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,25694.458460183632,5080.684156766339,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,25928.194065525153,5291.138012365925,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,36903.24252259981,7462.407856692395,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,38202.346431518476,8523.60745266773,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,38432.91956228576,8724.72085576766,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,41299.385990038194,10458.778660250344,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,43274.47028254135,NA,1181.4260000000093
