line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,0.5,19.0871794871795,38.174358974359,True,594.3803381302965,332.71200898161237,997.6619999999998
1.0,0.5,19.0871794871795,38.174358974359,True,1031.6172713999522,720.7088869211661,1105.7759999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1099.560682632145,778.030335129409,1128.7639999999997
1.0,0.5,19.0871794871795,38.174358974359,True,1126.1630659339003,800.8332635970764,1128.7639999999997
1.0,0.5,19.0871794871795,38.174358974359,True,1190.436384462857,855.644889802018,1135.4519999999998
1.0,0.5,19.0871794871795,38.174358974359,True,1202.250722559589,865.993704963581,1135.9959999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1242.925797019991,901.0792137504916,1135.9959999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1266.925975082112,919.6387881877115,1208.944
1.0,0.5,19.0871794871795,38.174358974359,True,1334.3940827624774,973.4306566083376,1208.944
1.0,0.5,19.0871794871795,38.174358974359,True,1379.7442433454971,1008.7984845946398,1210.1019999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1393.2626512994696,1019.5619833958494,1210.1019999999996
1.0,0.5,19.0871794871795,38.174358974359,True,1407.467315218594,1031.0338625229583,1210.1019999999996
1.0,0.5,19.0871794871795,38.174358974359,True,3185.2774267577306,1568.2512570303982,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,7914.829541928083,2201.7819214040655,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,14646.594100853134,3283.5419906605684,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,14830.144721553224,3422.1710767382438,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,16462.63961648946,4721.480934410844,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,16618.539027035575,4840.175147989249,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,16681.862945073524,4884.14651468998,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,16757.464028464907,4937.755334681407,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,17100.432882953737,5188.815652229318,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,25169.532254132762,5478.118698599138,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,26590.869018812293,6574.096202754169,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,27423.93462588608,7224.142481838954,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,27538.42178194672,7303.482363743377,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,27558.977909203677,7318.3964897300075,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,27709.635243727505,7415.325623565871,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,39591.27382768422,8426.479130465232,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,39762.01254683731,8559.272987435834,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,40288.064954558606,8967.313855821478,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,40327.46802718264,8997.75952084794,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,40406.76719686133,9059.212671879046,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,40524.13362026176,9150.583107081642,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,40762.03992459951,9315.104366020656,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,43205.31286851534,NA,1216.9000000000065
