line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,0.5,19.0871794871795,38.174358974359,True,256.31754591712945,39.679490173445565,957.4959999999999
1.0,0.5,19.0871794871795,38.174358974359,True,449.159735375795,203.1376716016801,967.6919999999999
1.0,0.5,19.0871794871795,38.174358974359,True,844.6038436387023,558.2193054041285,1056.6719999999998
1.0,0.5,19.0871794871795,38.174358974359,True,1098.3641629217207,778.0356994641352,1128.7639999999997
1.0,0.5,19.0871794871795,38.174358974359,True,1136.876468976942,811.3291483994176,1128.7639999999997
1.0,0.5,19.0871794871795,38.174358974359,True,1295.9507638324544,943.1287995000605,1208.944
1.0,0.5,19.0871794871795,38.174358974359,True,2871.7785558593105,1311.5071214892819,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,2973.296216293708,1393.6822219763358,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,3345.2172258319783,1700.6030659680332,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,8942.936904284783,3015.6691110860197,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,9028.94145766886,3068.058376500125,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,14776.894594904408,3381.4865823365185,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,15103.024642261536,3632.276099540701,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,15355.681590510028,3831.0647898653538,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,15754.954054283915,4151.234445235501,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,15998.038404813708,4346.596290505209,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,16622.814056212446,4841.828008204506,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,16866.484324133362,5013.980706997634,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,17090.932817104887,5180.446851443561,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,26166.266317217385,6236.682489069517,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,27487.751659945723,7267.0165609150245,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,39727.699687139735,8525.405205956158,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,39811.03092307574,8591.953111351133,1216.8999999999999
1.0,0.5,19.0871794871795,38.174358974359,True,43205.096354078516,NA,1216.9000000000065
