line_upgrade_cost_coef_scale,line_establish_cost_coef_scale,line_upgrade_capacity_coef_scale,line_establish_capacity_coef_scale,set_decision_var_priorities,runtime,net_runtime_simulations,best_incumbent
1.0,0.5,16.701282051282,33.4025641025641,True,296.09339073798213,30.726661844387934,933.1420000000002
1.0,0.5,16.701282051282,33.4025641025641,True,763.8653699610339,329.397116076307,938.67
1.0,0.5,16.701282051282,33.4025641025641,True,832.4463471238558,391.42902304482215,938.67
1.0,0.5,16.701282051282,33.4025641025641,True,1016.9946544385966,554.8845241545814,938.67
1.0,0.5,16.701282051282,33.4025641025641,True,1612.2532171359476,1064.4423893661074,1083.4919999999997
1.0,0.5,16.701282051282,33.4025641025641,True,1736.962369728074,1163.805946990395,1149.562
1.0,0.5,16.701282051282,33.4025641025641,True,1817.429267098017,1234.1361700203124,1149.562
1.0,0.5,16.701282051282,33.4025641025641,True,1856.5854127869652,1269.0191322913383,1149.562
1.0,0.5,16.701282051282,33.4025641025641,True,7839.604930500306,1726.663850573456,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,18730.4734219529,2379.0273137622453,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,37489.77115490352,8030.058767326601,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,38359.17253906629,8767.306903718763,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,38474.85019969411,8868.072375994405,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,42216.35962518208,10746.25905279483,1181.426
1.0,0.5,16.701282051282,33.4025641025641,True,43213.64143551065,NA,1181.4260000000093
