scenario,type,value
28,1depth,4222.40139664805
43,1depth,4236.0
23,1depth,4231.705586592181
24,1depth,4210.8
25,1depth,4241.211173184365
26,1depth,4214.0
27,1depth,4242.0
20,1depth,4237.401396648045
21,1depth,4092.11256983441
48,1depth,4161.00418994414
49,1depth,4191.000000000007
46,1depth,4234.804189944135
47,1depth,4230.201396648045
44,1depth,4186.80279329609
45,1depth,4133.0
42,1depth,4241.211173184358
29,1depth,4220.801396648045
40,1depth,4143.32234636872
41,1depth,4192.70977653832
1,1depth,4232.501396649044
0,1depth,4237.405586592187
3,1depth,4221.608379889275
2,1depth,4201.802793296095
5,1depth,4165.51256983242
4,1depth,4241.211173184358
7,1depth,4242.0
6,1depth,4193.504189945143
9,1depth,4240.0
8,1depth,4213.802793297096
39,1depth,4228.600000000017
12,1depth,4113.211173184368
14,1depth,4242.0
11,1depth,4238.808379888269
10,1depth,4166.711173184362
13,1depth,4099.1
38,1depth,4147.0000000029995
15,1depth,4072.1
22,1depth,4124.009776536324
17,1depth,4210.804189944134
16,1depth,4242.0
19,1depth,4114.30279329609
32,1depth,4177.001396648058
31,1depth,4242.0
30,1depth,4041.5055865921795
37,1depth,4230.8
36,1depth,4220.501396648045
35,1depth,4205.111173184358
34,1depth,4229.101396648046
33,1depth,4206.80279329609
18,1depth,4241.001396648052
28,fullcascade,1875.0
43,fullcascade,1449.0
23,fullcascade,1764.0
24,fullcascade,1501.0000000000005
25,fullcascade,1339.0
26,fullcascade,1390.0
27,fullcascade,1874.0000000000002
20,fullcascade,2052.0
21,fullcascade,1553.0000000000002
48,fullcascade,1978.0
49,fullcascade,1419.0
46,fullcascade,1487.0000000000002
47,fullcascade,1653.9999999999993
44,fullcascade,2099.0000000000005
45,fullcascade,1733.0000000000002
42,fullcascade,1456.0000000000005
29,fullcascade,1729.0
40,fullcascade,1693.0
41,fullcascade,1895.9999999999998
1,fullcascade,2116.9999999999995
0,fullcascade,1892.9999999999998
3,fullcascade,1602.9999999999998
2,fullcascade,1781.0000000000007
5,fullcascade,1578.0000000000002
4,fullcascade,1582.0000000000005
7,fullcascade,1698.0
6,fullcascade,1762.9999999999998
9,fullcascade,1913.0000000000002
8,fullcascade,1730.9999999999998
39,fullcascade,1690.0000000000002
12,fullcascade,1363.0
14,fullcascade,1606.0
11,fullcascade,1378.9999999999998
10,fullcascade,1502.0000000000002
13,fullcascade,1591.9999999999998
38,fullcascade,2114.0
15,fullcascade,1612.9999999999998
22,fullcascade,1595.0
17,fullcascade,1626.9999999999998
16,fullcascade,1875.9999999999995
19,fullcascade,1722.9999999999995
32,fullcascade,1912.0
31,fullcascade,2042.0000000000002
30,fullcascade,1887.0
37,fullcascade,1640.0000000000002
36,fullcascade,1875.0000000000002
35,fullcascade,1536.0
34,fullcascade,1915.0000000000005
33,fullcascade,1952.0000000000002
18,fullcascade,1867.0
